Dairy Name,Dairy Address,Milk Cows,Dry Cows,Bred Heifers,Heifers,Calves (4-6 mo.),Calves (0-3 mo.),Total Herd Size,Total Manure Excreted (tons),Total Dry Manure Generated N (lbs),Total Dry Manure Generated N After Ammonia Losses (lbs),Total Dry Manure Generated P (lbs),Total Dry Manure Generated K (lbs),Total Dry Manure Generated Salt (lbs),Total Process Wastewater Generated (gals),Total Process Wastewater Generated N (lbs),Total Process Wastewater Generated P (lbs),Total Process Wastewater Generated K (lbs),Total Process Wastewater Generated Salt (lbs),Average Milk Production (lb per cow per day),Applied N Dry Manure (lbs),Applied P Dry Manure (lbs),Applied K Dry Manure (lbs),Applied Salt Dry Manure (lbs),Applied Process Wastewater N (lbs),Applied Process Wastewater P (lbs),Applied Process Wastewater K (lbs),Applied Process Wastewater Salt (lbs),Applied to Remove Ratio N,Applied to Remove Ratio P,Applied to Remove Ratio K,Applied to Remove Ratio Salt,Total Exports N (lbs),Total Exports P (lbs),Total Exports K (lbs),Total Exports Salt (lbs),Total Applied N (lbs),Total Applied P (lbs),Total Applied K (lbs),Total Applied Salt (lbs),Unaccounted-for N (lbs),Unaccounted-for P (lbs),Unaccounted-for K (lbs),Unaccounted-for Salt (lbs),Average Milk Production (kg per cow),Average Milk Production (L per cow),Total Annual Milk Production (L),Total Process Wastewater Generated (L),Ratio of Wastewater to Milk (L/L),USDA Nitrogen from Manure (lbs),Ratio of USDA N to Reported N,UCCE Nitrogen from Manure (lbs),Ratio of UCCE N to Reported N,Manure Conversion Factor (tons per cow per year)
Joe Henriques Dairy,8255 Maze BLVD Modesto Stanislaus 95358,0,0,0,0,0,0,0,1.0,1.0,0.7,1.0,1.0,0.0,2362500.0,9108.36,1480.6,20306.51,89112.08,1.0,29562.62,7736.6,54250.56,688746.24,9108.36,1480.6,20306.51,89112.08,1.16,1.27,0.86,3.76,0.0,0.0,0.0,0.0,38670.979999999996,9217.2,74557.06999999999,777858.32,-29561.919999999995,-7735.6,-54249.56,-688746.24,0.453592,0.440437832,0.0,8943031.125,,,,,,
Frank J. Bettencourt & Sons,8331 Central AVE Ceres Stanislaus 95307,202,13,0,16,15,0,246,6143.02,79751.18,55825.83,13441.02,41851.63,98369.82,528000.0,2694.0,335.87,2854.89,20884.2,93.0,0.0,0.0,0.0,0.0,2694.0,335.87,2854.89,20884.2,1.27,0.62,0.74,1.67,40551.32,11312.6,6091.4,986806.8,2694.0,335.87,2854.89,20884.2,15274.510000000002,2128.42,35760.229999999996,-888436.98,42.184056,40.960718375999996,3214392.3745566,1998696.48,0.6217960494868658,79367.8184,0.9951930291188169,81279.26829268293,1.019160698220176,27.14049784482759
De Carvalho Bros. Dairy,8342 Maze BLVD Modesto Stanislaus 95358,485,60,180,160,65,60,1010,18515.32,230008.19,161005.73,38146.29,100485.36,242822.7,12300000.0,65511.89,5545.15,86154.22,589900.21,93.0,7651.23,13854.93,28123.44,41358.0,65511.89,5545.15,86154.22,589900.21,1.09,1.82,1.36,1.98,0.0,0.0,0.0,0.0,73163.12,19400.08,114277.66,631258.21,153354.5,24291.36,72361.92000000001,201464.69999999995,42.184056,40.960718375999996,8148110.902945799,46560543.0,5.714274579052047,239217.9344,1.0400409411508347,249891.46341463414,1.0864459366191879,25.89113642564802
AM3 Dairy,836 W Linwood AVE Crows Landing Stanislaus 95313,575,100,300,0,0,0,975,19621.19,244643.55,171250.49,40796.89,112313.55,294538.5,7846098.0,30224.58,1029.23,11177.88,318950.54,75.0,0.0,0.0,0.0,0.0,30224.58,1029.23,11177.88,318950.54,1.35,0.18,0.25,1.92,0.0,0.0,0.0,0.0,30224.58,1029.23,11177.88,318950.54,171250.49,40796.89,112313.55,294538.50000000006,34.0194,33.0328374,8138465.314425,29700697.83018,3.6494224258149854,253505.77479999998,1.0362250498735814,286435.9756097561,1.1708298690472572,25.002914996114995
Duarte Acres Holsteins,8413 Faith Home RD Ceres Stanislaus 95307,0,0,65,60,0,0,125,1311.92,11895.0,8326.5,2013.0,1.0,0.0,7650000.0,2502.5,727.77,6358.39,0.0,1.0,20160.0,3564.0,10380.0,0.0,2502.5,727.77,6358.39,0.0,1.47,1.26,0.66,1.04,0.0,0.0,0.0,0.0,22662.5,4291.77,16738.39,0.0,-11833.5,-1551.0000000000005,-10379.0,0.0,0.453592,0.440437832,0.0,28958386.5,,16950.006400000002,1.424969012189996,16692.07317073171,1.40328483991019,28.687317333333333
CV 2,843 Helena AVE Waterford Stanislaus 95386,410,0,0,0,0,0,410,10788.65,141036.83,98725.78,23922.67,80084.44,193577.4,3537000.0,19887.43,2650.61,35712.43,158351.38,75.0,12315.04,3737.38,7806.94,583192.88,19887.43,2650.61,35712.43,158351.38,1.23,2.18,2.61,5.54,0.0,0.0,0.0,0.0,32202.47,6387.99,43519.37,741544.26,86410.73999999999,20185.29,72277.5,-389615.48,34.0194,33.0328374,4943364.11691,13388995.17,2.7084784477436386,139389.358,0.9883188526004166,149650.0,1.0610703601321727,26.313780487804877
Live Oak Dairy E,8450 S Hwy 33 Gustine Merced 95322,1000,200,375,375,150,0,2100,36479.23,451954.95,316368.47,74386.1,192033.91,518256.0,37440000.0,218003.18,41010.05,403926.71,2521148.67,70.0,34284.39,10854.5,80536.68,897597.36,105814.33,16928.39,223674.71,1298319.11,1.14,1.09,1.27,5.2,112188.84,24081.67,180252.0,1222829.57,140098.72,27782.89,304211.39,2195916.47,282084.08999999997,63531.59000000001,111497.22999999998,-379341.37000000034,31.75144,30.83064824,13503823.929119999,141725750.4,10.495230917101852,471311.65160000004,1.042828829731813,544829.268292683,1.2054946367833408,23.854041945773524
Seifert Dairy Farms,8505 E Collier RD Acampo San Joaquin 95220,2600,520,1300,900,400,550,6270,99842.95,1235568.32,864897.82,200930.14,502713.92,1347465.6,81905250.0,404751.33,23559.43,880695.24,4872822.16,72.0,215696.74,58064.67,387407.95,6066068.28,404751.33,23559.43,880695.24,4872822.16,1.18,0.71,1.88,3.92,0.0,0.0,0.0,0.0,620448.0700000001,81624.1,1268103.19,10938890.440000001,649201.0799999998,142865.47,115305.96999999997,-4718602.680000002,32.658624,31.711523904000003,36113083.42187521,310044952.40250003,8.585391304877966,1289970.9139999999,1.0440304215634144,1474867.0731707318,1.1936750475851725,23.36907546954387
Rivercrest Cattle Co.,8600 Dos Rios LN Modesto Stanislaus 95358,1329,310,425,750,360,0,3174,52112.49,642110.24,449477.17,104883.45,258715.25,698953.86,29518500.0,149056.42,18446.56,314465.51,1879507.13,74.0,23403.32,4060.87,20270.59,970234.8,149056.42,18446.56,314465.51,1879507.13,1.13,0.77,1.23,2.16,200039.52,39435.85,159874.45,2651235.6,172459.74000000002,22507.43,334736.10000000003,2849741.9299999997,226034.33,61386.72999999999,78570.20999999996,-2922516.54,33.565808,32.592399568,19497914.15556248,111739625.08500001,5.7308501921536195,673293.3707999999,1.0485635158224542,771164.8780487806,1.200985173587608,23.681194471537506
Tierra Buena Ranch,8632 W Meadow DR Winton Merced 95388,1385,210,0,0,0,0,1595,41610.74,542562.94,379794.06,90978.65,282390.85,702335.7,105672700.0,118066.13,20492.8,152138.76,852349.75,88.0,0.0,0.0,0.0,0.0,118066.13,20492.8,152138.76,852349.75,0.88,1.02,1.12,1.34,135320.21,13384.45,27407.96,0.0,118066.13,20492.8,152138.76,852349.75,244473.85,77594.2,254982.88999999998,702335.7,39.916095999999996,38.75852921599999,22564246.746324796,400014495.30700004,17.727801854150233,537610.7607999999,0.9908726180228971,582175.0,1.0730091517124263,26.088238244514105
Vista Verde Dairy,8923 Bliss RD Chowchilla Merced 93610,2990,365,924,928,348,0,5555,104263.01,1303201.54,912241.08,216900.73,589939.89,1495860.3,244982400.0,594423.51,92057.58,649040.17,3825929.21,78.0,110631.18,19123.06,80312.67,554823.36,594423.51,92057.58,649040.17,3825929.21,1.07,0.84,0.86,1.69,0.0,0.0,0.0,0.0,705054.69,111180.64,729352.8400000001,4380752.57,801609.8999999999,197777.66999999998,509627.22,941036.9399999995,35.380176,34.354150896,42069234.3334692,927358826.784,22.04363453428049,1347078.0891999998,1.0336682760519142,1487375.0,1.14132385079901,25.06395831256779
Ed Machado Dairy,8940 E Melton RD Manteca San Joaquin 95337,0,0,0,0,0,0,0,1.0,1.0,0.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,1.0,0.0,0.453592,0.440437832,0.0,0.0,,,,,,
Terra Dairy,8988 W Meadow DR Winton Merced 95388,0,0,0,0,0,0,0,1.0,1.0,0.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,1.0,0.0,0.453592,0.440437832,0.0,0.0,,,,,,
John Brasil Dairy #2,9018 W Linwood AVE Turlock Stanislaus 95380,350,40,62,72,62,0,586,10634.02,136106.16,95274.31,22384.32,65136.65,174472.2,8100000.0,32332.79,6726.85,71483.1,361668.13,61.0,0.0,0.0,0.0,0.0,32332.79,6726.85,71483.1,361668.13,1.21,1.19,2.15,3.37,0.0,0.0,0.0,0.0,32332.79,6726.85,71483.1,361668.13,95274.31,22384.32,65136.649999999994,174472.20000000007,27.669112,26.866707751999996,3824475.8484972,30661821.0,8.017260982847713,137391.5384,1.0094439399362967,163003.65853658537,1.1976214635442317,23.031950343370312
River Oak Dairy #2,9161 Warnerville RD Oakdale Stanislaus 95361,1175,175,300,600,250,0,2500,42507.39,529246.13,370472.29,87188.34,227188.02,595116.0,7435000.0,46877.79,5249.95,65048.27,378803.75,72.0,0.0,0.0,0.0,0.0,46877.79,5249.95,65048.27,378803.75,1.23,1.0,0.88,2.02,129848.62,80292.86,89074.9,3493994.16,46877.79,5249.95,65048.27,378803.75,240623.66999999998,6895.479999999996,138113.12,-2898878.16,32.658624,31.711523904000003,15625853.403696002,28144523.35,1.8011511194225682,549195.4788,1.0376938964107305,624060.9756097561,1.1791507584755623,24.00555082644628
T & C Louters Dairy,921 W Sandy Mush RD Merced Merced 95341,600,100,85,150,0,0,935,19520.28,247057.96,172940.57,41208.83,117196.75,306342.0,13230000.0,73441.87,8269.96,58786.94,454963.56,75.0,0.0,0.0,0.0,0.0,73441.87,8269.96,58786.94,454963.56,1.35,1.01,0.74,3.61,26766.13,2923.13,5031.86,24102.54,73441.87,8269.96,58786.94,454963.56,146174.44,38285.700000000004,112164.89,282239.4600000001,34.0194,33.0328374,8439889.9557,50080974.300000004,5.9338420954383535,252202.0176,1.0208212582990648,286881.09756097564,1.1611894535232772,24.835732505818463
Double D Jerseys,937 El Katrina LN Ceres Stanislaus 95307,1250,0,0,400,150,550,2350,36574.31,475072.39,332550.67,76608.24,231807.39,590175.0,46387500.0,111407.31,18262.22,180220.39,1826828.99,60.0,105805.54,32353.35,141413.04,1747289.28,111407.31,18262.22,180220.39,1826828.99,0.96,1.33,1.21,3.17,0.0,0.0,0.0,0.0,217212.84999999998,50615.57,321633.43000000005,3574118.27,226745.13,44254.89000000001,90394.34999999998,-1157114.2799999998,27.215519999999998,26.426269919999996,12056985.650999999,175595706.375,14.563814825510406,472540.0852,0.9946696443462015,540823.1707317074,1.1384016038728484,22.133530774907747
Ken VanFoeken Dairy #2,9375 N Washington RD Hilmar Merced 95324,562,70,307,222,112,144,1417,20811.32,262672.9,183871.03,42657.09,106812.32,281483.28,15674780.0,46798.03,8820.39,72119.74,414546.96,67.0,4295.36,2390.16,4052.88,0.0,21095.88,4055.17,31507.86,181113.83,1.13,1.07,0.96,2.52,106865.75,30104.1,225110.6,1437029.93,25391.24,6445.33,35560.74,181113.83,98412.07,14928.049999999996,-81739.28,-922113.5199999999,30.390664,29.509334744,6807213.33874592,59335468.959800005,8.716557864004196,268882.2544,1.0236391131327212,312715.9756097561,1.1905148022873926,22.64080770557487
TH Mello & Sons Dairy #1,9390 Harvey RD Galt Sacramento 95632,729,109,20,0,0,0,858,21347.74,277107.31,193975.12,46315.75,144315.11,369323.28,4572000.0,40076.03,3600.62,71567.05,371819.82,79.0,24982.44,9585.15,28227.33,174690.43,40076.03,3600.62,71567.05,371819.82,0.96,0.82,1.03,1.63,3487.33,830.97,3024.17,127778.11,65058.47,13185.77,99794.38,546510.25,165505.35,35899.630000000005,113063.60999999997,66854.74000000009,35.833768,34.794588728,10642620.85423336,17306894.52,1.6261872669377078,275812.8008,0.9953284913342778,308540.7317073171,1.113434112248129,25.254121414969127
Vitorino Dairy (Caetano Dairy Facility),9436 Griffith AVE Delhi Merced 95315,310,20,0,0,100,0,430,8602.38,113036.67,79125.67,18494.81,59530.51,150975.0,10989000.0,48611.87,6941.93,57864.72,302620.58,70.0,27452.38,19870.68,20825.67,717492.0,66220.47,9101.71,89301.08,586636.61,1.09,1.49,0.95,3.74,0.0,0.0,0.0,0.0,93672.85,28972.39,110126.75,1304128.6099999999,34064.69,-3535.649999999998,7268.4800000000105,-850533.0299999998,31.75144,30.83064824,3713551.5805079998,41597870.49,11.201640690368322,111142.7496,0.983245079671933,124901.21951219512,1.1049619518355869,23.46623952095808
Gold Medal Ag #1,9483 Columbus AVE Hilmar Merced 95324,2100,300,150,0,350,0,2900,59314.64,777179.82,544025.87,127520.07,396353.81,1060668.0,87781135.0,408563.38,28586.53,416955.45,4222110.04,65.0,0.0,0.0,0.0,0.0,101036.78,8480.2,116184.46,980975.47,1.25,0.42,0.86,5.16,340518.9,29921.79,318476.67,4244050.78,101036.78,8480.2,116184.46,980975.47,511033.56999999995,117704.60999999999,378648.13000000006,57751.79000000004,29.48348,28.62845908,25078530.15408,332287586.24035,13.249882835987917,766345.1488,0.986058990569261,911609.756097561,1.1729714702288088,22.964119357884798
Valley Cross Dairy,9500 Linwood AVE Turlock Stanislaus 95380,500,0,700,0,0,0,1200,1295.92,16779.07,11745.35,2781.76,6349.91,19829.88,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11745.35,2781.76,6349.91,19829.88,3.628736,3.523502656,643039.23472,0.0,,16743.2864,0.9978673669041253,275975.60975609755,16.447610609890628,1.7139587096774194
New Hope Dairy,9547 New Hope RD Galt Sacramento 95632,1200,180,20,0,0,0,1400,33719.47,438401.94,306881.36,72990.23,230440.69,608072.4,9083000.0,47351.09,2838.07,52112.2,328529.97,70.0,1142.08,285.52,1792.8,0.0,27729.22,1516.09,31350.25,197254.77,0.87,0.26,0.78,1.35,38948.73,6111.64,34393.74,245691.84,28871.300000000003,1801.61,33143.05,197254.77,286412.42,67915.05,215016.10000000003,493655.76,31.75144,30.83064824,15529397.518488,34382879.03,2.2140510595511915,435655.5524,0.9937354574662693,506370.73170731706,1.1550376161823486,24.305525140646978
B & D Dairy,9579 Hultberg RD Hilmar Merced 95324,0,100,500,350,0,0,950,10066.57,99186.0,69430.2,16104.0,1.0,23058.0,9106450.0,10765.22,3363.53,41663.79,288990.94,1.0,41900.2,13746.68,79863.08,1397035.52,74535.2,10433.42,102126.38,860370.11,1.19,1.27,1.08,3.99,0.0,0.0,0.0,0.0,116435.4,24180.1,181989.46000000002,2257405.63,-36239.979999999996,-4712.57,-140324.67,-1945356.69,0.453592,0.440437832,16075.980868,34471646.8945,2144.2950932541507,130060.08439999999,1.3112746194019316,150006.0975609756,1.51237168109386,24.49432462908012
Vieira Dairy Farm,9701 Atwater Jordan Road Atwater Merced 95301,1145,168,0,0,0,0,1313,31912.73,415806.3,291064.41,69246.94,219878.83,579337.74,24048000.0,108785.69,8092.41,163957.82,1019481.28,70.0,0.0,0.0,0.0,0.0,108785.69,8092.41,163957.82,1019481.28,0.7,0.4,0.87,2.05,161130.4,35351.29,168067.88,2145561.6,108785.69,8092.41,163957.82,1019481.28,129934.00999999998,33895.65,51810.95000000001,-1566223.86,31.75144,30.83064824,14775434.0157788,91031539.68,6.1610061391622555,412312.4716,0.9915974616065221,479245.0,1.1525679144351588,24.305201827875095
Gomes Dairy,9735 Washington RD Hilmar Merced 95324,607,86,46,216,0,0,955,19672.76,247605.29,173323.7,41370.43,117764.26,306418.86,4770000.0,26659.34,4501.21,43530.36,266853.07,73.0,0.0,0.0,0.0,0.0,26659.34,4501.21,43530.36,266853.07,1.2,0.92,1.29,19.19,113007.44,33398.96,134510.88,0.0,26659.34,4501.21,43530.36,266853.07,60316.26000000001,7971.470000000001,-16746.62000000001,306418.8599999999,33.112216,32.151961736,8132677.961312518,18056405.7,2.220228783912883,254172.0592,1.0265211183492888,287931.5853658537,1.16286524155382,24.938415113007448
6-X Dairy,9848 Milnes RD Modesto Stanislaus 95357,1650,225,10,0,0,0,1885,45749.9,597019.87,417913.91,99536.23,316855.95,830911.5,13554000.0,83115.55,4515.65,77461.27,474982.05,70.0,23543.9,9199.16,16559.22,1365649.06,83115.55,4515.65,77461.27,474982.05,1.26,0.82,0.51,2.46,0.0,0.0,0.0,0.0,106659.45000000001,13714.81,94020.49,1840631.11,394370.00999999995,90337.06999999999,300296.73000000004,-534737.56,31.75144,30.83064824,21099724.88925,51307447.14,2.4316642709469827,591088.708,0.9900653859309574,685710.3658536585,1.148555350182329,24.352429730606946
E.R. Prins Dairy #2,9863 S Van Allen RD Stockton San Joaquin 95215,320,63,0,50,75,20,528,10262.08,132709.44,92896.61,21614.21,63137.38,165611.34,14164500.0,45437.42,7922.37,68789.25,440422.98,78.0,27813.29,12702.58,56323.41,719950.92,45437.42,7922.37,68789.25,440422.98,1.16,2.06,1.39,3.58,15805.44,6001.13,30561.3,213620.4,73250.70999999999,20624.95,125112.66,1160373.9,49277.880000000005,2910.4999999999973,-23747.329999999998,-767959.98,35.380176,34.354150896,4802538.52450632,53618439.945,11.164603817626167,132586.0736,0.9990704022260963,150700.48780487804,1.1355672046003513,23.534247678711264
B & J Dairy,9950 Arno RD Galt Sacramento 95632,634,41,500,750,150,200,2275,30084.89,350771.94,245540.36,57228.77,118825.74,308790.54,13318000.0,59255.52,3101.85,73335.85,630670.87,63.0,21193.7,6163.97,17391.78,441670.32,59255.52,3101.85,73335.85,630670.87,1.13,0.64,0.97,2.54,198667.04,41634.53,184408.64,2286096.8,80449.22,9265.82,90727.63,1072341.19,25679.619999999995,9430.269999999997,-82974.68,-2418976.58,28.576296,27.747583415999998,6836310.864116999,50414090.38,7.374458444336945,388696.7788,1.1081182229114448,428875.00000000006,1.2226605126966543,23.86996594097726
Alta Sierra Dairy,7901 368 AVE Dinuba Tulare 93618,1760,155,398,420,0,0,2733,56811.66,711632.27,498142.59,119609.7,343777.12,866706.3,30485821.0,150779.88,13965.87,172612.58,1264985.43,75.0,0.0,0.0,0.0,0.0,150779.88,13965.87,172612.58,1264985.43,1.3,0.51,1.7,2.6,37013.06,6168.84,9415.6,0.0,150779.88,13965.87,172612.58,1264985.43,461129.52999999997,113440.86000000002,334361.52,866706.3,34.0194,33.0328374,23089127.521665,115401331.67161,4.998081090908549,734006.6472,1.0314409255218289,808207.9268292683,1.1357100582710622,25.657080574984853
Arthur Leyendekker Dairy,9001 Ave. 360 Visalia Tulare 93291,1600,350,425,300,300,0,2975,53618.43,674182.01,471927.41,110047.1,301983.86,836127.0,29274454.0,48220.4,10616.02,169154.55,834679.38,65.0,78400.0,51920.0,142000.0,0.0,48220.4,10616.02,169154.55,834679.38,1.18,1.36,1.16,3.77,0.0,0.0,0.0,0.0,126620.4,62536.020000000004,311154.55,834679.38,393527.41000000003,58127.100000000006,159983.86,836126.9999999999,29.48348,28.62845908,20376305.75019,110815810.91614,5.43846427682833,692750.1156,1.0275416806212316,821917.6829268293,1.2191332173441254,23.061690322580642
Ben Mendonca & Family Dairy,19517 Road 124 RD Tulare Tulare 93274,700,100,300,200,75,75,1450,25276.78,314360.59,220052.41,51854.7,136729.54,353556.0,98345000.0,94979.37,19406.72,85525.57,830983.5,75.0,109111.0,784603.64,356956.54,89670.24,94979.37,19406.72,85525.57,830983.5,1.06,14.4,1.24,14.7,0.0,0.0,0.0,0.0,204090.37,804010.36,442482.11,920653.74,110941.41000000003,-732748.94,-220226.99999999997,263885.76,34.0194,33.0328374,9645588.5208,372276146.45,38.595482862161695,326575.9976,1.0388579484470364,365445.1219512195,1.1625029777149212,24.356004230317268
Borba Dairy,14836 Road 200 RD Porterville Tulare 93257,1400,230,450,400,400,150,3030,49498.24,621976.53,435383.57,100943.9,268847.47,714029.4,31908000.0,86111.47,12486.15,47193.8,478365.36,70.0,137938.48,80337.12,82923.2,21688311.68,86111.47,12486.15,47193.8,478365.36,1.25,1.8,0.4,12.92,0.0,0.0,0.0,0.0,224049.95,92823.26999999999,130117.0,22166677.04,297445.09,20606.78,185924.26999999996,-20974282.279999997,31.75144,30.83064824,18342694.170388,120784862.28,6.584903022315673,639517.2607999999,1.028201595966973,732937.8048780487,1.1784010642299456,23.106317203688945
Bos Farms LP,15085 208 AVE Tulare Tulare 93274,3485,265,1795,495,0,0,6040,119182.53,1465224.46,1025657.12,246622.21,680717.76,1706511.6,84947755.0,352805.83,32136.89,445271.18,2677524.69,75.0,0.0,0.0,0.0,0.0,352805.83,32136.89,445271.18,2677524.69,1.15,0.44,1.3,1.78,0.0,0.0,0.0,0.0,352805.83,32136.89,445271.18,2677524.69,1025657.1199999999,246622.20999999996,680717.76,1706511.6,34.0194,33.0328374,45213696.19125,321562081.25455004,7.112050293220232,1539838.2876,1.050923138151816,1674548.780487805,1.1428616066700148,25.97811658692185
Diamond L Dairy,14229 228 AVE Tulare Tulare 93274,725,90,100,400,0,0,1315,24933.09,308982.27,216287.59,51707.86,139702.21,363053.7,10826000.0,32472.9,4597.85,32224.89,186836.04,71.0,0.0,0.0,0.0,0.0,32472.9,4597.85,32224.89,186836.04,1.34,0.74,1.22,6.9,167175.18,124792.74,78486.0,2900450.13,32472.9,4597.85,32224.89,186836.04,49112.41,-73084.88,61216.20999999996,-2537396.4299999997,32.205032,31.271086072000003,9302366.3292682,40980848.660000004,4.405421933455925,322135.5228,1.0425696037510501,364243.29268292687,1.1788485231949615,24.984887938408896
Double D Dairy,15276 Ivanhoe DR Visalia Tulare 93292,0,0,0,0,0,0,0,1.0,1.0,0.7,1.0,1.0,0.0,22517890.0,30476.63,3391.86,59595.94,241677.74,75.0,15910.4,5657.03,8367.69,855625.85,30476.63,3391.86,59595.94,241677.74,1.18,0.73,1.77,5.18,0.0,0.0,0.0,0.0,46387.03,9048.89,67963.63,1097303.5899999999,-15909.699999999997,-5656.029999999999,-8366.690000000002,-855625.8499999999,34.0194,33.0328374,0.0,85239445.9849,,,,,,
Double Oak Dairy,3573 E Oakdale AVE Tulare Tulare 93274,1148,226,348,266,0,0,1988,36903.62,468193.57,327735.5,77458.74,212891.9,594127.8,35412196.0,61428.73,16139.18,101628.67,488593.31,60.0,43209.8,16919.5,65855.9,1619066.0,61428.73,16139.18,101628.67,488593.31,1.14,1.47,1.33,3.91,0.0,0.0,0.0,0.0,104638.53,33058.68,167484.57,2107659.31,284525.69999999995,60539.24000000001,147036.0,-1024938.2,27.215519999999998,26.426269919999996,13253038.627579197,134049680.86036001,10.11463745238065,476794.77040000004,1.0183710348691888,583501.4634146342,1.2462825224503493,23.08446875381423
Fernjo Dairy #1,23135 Road 148 RD Tulare Tulare 93274,750,100,800,0,0,0,1650,28600.47,346652.21,242656.55,57998.84,144025.43,377163.0,32153000.0,110158.42,28064.59,185857.5,683157.25,70.0,0.0,0.0,0.0,0.0,110158.42,28064.59,185857.5,683157.25,1.05,0.91,1.59,5.87,174770.2,103834.06,177854.38,4477509.72,110158.42,28064.59,185857.5,683157.25,67886.34999999998,-45835.22,-33828.95000000001,-4100346.7199999997,31.75144,30.83064824,9565208.61646,121712287.73,12.724478117555648,369518.0724,1.0659619692025042,417079.26829268294,1.2031634481507645,25.02922668089648
Fernjo #2,12131 Avenue 200 AVE Tulare Tulare 93274,800,110,275,190,0,0,1375,27187.23,339573.22,237701.25,56823.9,156262.33,403075.8,18003000.0,76706.91,9331.98,64750.27,600381.69,75.0,6879.62,3290.56,2006.22,17086.25,76706.91,9331.98,64750.27,600381.69,1.38,0.49,0.4,6.09,172051.2,62788.8,64272.0,0.0,83586.53,12622.539999999999,66756.48999999999,617467.94,58770.43000000002,-9255.46,89984.10999999999,385989.55000000005,34.0194,33.0328374,10971856.94241,68148736.23,6.211230841570829,351259.01159999997,1.0344131719220968,394244.512195122,1.161000011117255,25.170518911595344
Fernjo Dairy #3,14213 Avenue 232 AVE Tulare Tulare 93274,375,0,175,250,120,0,920,13470.62,166933.92,116853.74,27568.09,69542.22,177052.5,6880000.0,25389.41,4463.71,27043.12,103903.93,60.0,0.0,0.0,0.0,0.0,25389.41,4463.71,27043.12,103903.93,1.14,0.12,0.88,4.13,58036.8,51744.96,46537.92,0.0,25389.41,4463.71,27043.12,103903.93,58816.93999999999,-24176.87,23004.300000000003,177052.5,27.215519999999998,26.426269919999996,3617095.6952999993,26043620.8,7.200147022330843,174040.41040000002,1.042570679464066,198969.51219512196,1.1919058283368769,23.452034819532912
Fernjo Heifers,14428 Avenue 232 AVE Tulare Tulare 93274,0,0,700,100,0,0,800,7636.37,76128.0,53289.6,12883.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67904.46,63844.96,73440.15,2173607.13,0.0,0.0,0.0,0.0,-14614.860000000008,-50961.759999999995,-73439.15,-2173607.13,0.453592,0.440437832,0.0,0.0,,98661.9004,1.2960001628835645,106829.26829268294,1.40328483991019,26.090930833333328
