Origin Dairy Name,Origin Dairy Address,Origin Dairy Address (Geocoded),Hauler Name,Hauler Address,Destination Name,Destination Address,Destination Nearest Cross Street,Destination Type,Destination Type (Standardized),Destination Assessor Parcel Number,Destination Address (Geocoded),Haul Date,First Haul Date,Last Haul Date,Is Pipeline,Manure Mass per Haul (tons),Manure Number of Hauls,Total Manure Amount (tons),Manure Solids (%),Manure Moisture (%),Manure Density,Method Used to Determine Volume of Manure,Source PDF,County,Consultant,Manifest Number,Start Page,End Page,Manifest Type,Parameter Template
Machado Dairy,7413 S. Mitchell Rd. Turlock 95380,"(37.424464597099, -120.941026742077)",Machado Dairy,7413 S. Mitchell Rd. Turlock 95380,Joey Machado 1224 Tuolumne Rd. Ceres 95307 209-606-8475,1224 Tuolumne Rd. Ceres 95307,,,,,"(37.514581916628, -121.009933865168)",5/26/24,,5/26/2024,False,,,2830.0,48.4% Moisture,,,Scale Weights,"7413 S Mitchell Rd, Turlock 2024 Dairy AR",rancho_cordova,generic_r5,29,89,90,manure,R5-2007-0035_general_order
Machado Dairy,7413 S. Mitchell Rd. Turlock 95380,"(37.424464597099, -120.941026742077)",Machado Dairy,7413 S. Mitchell Rd. Turlock 95380,Max Gro Inc. 7413 S. Mitchell Rd. Jurlock 95380 204-652-6929,10924 Hilmar Rd. Turlock 95380,,,,,"(37.425763792091, -120.974374060041)",10/8/24,,10/8/2024,False,,,1460.0,37.2% Moisture,,,Scale Weights,"7413 S Mitchell Rd, Turlock 2024 Dairy AR",rancho_cordova,generic_r5,30,91,92,manure,R5-2007-0035_general_order
Machado Dairy,7413 S. Mitchell Rd. Turlock 95380,"(37.424464597099, -120.941026742077)",Machado Dairy,7413 S. Mitchell Rd. Turlock 95380,Johnny Machado 7413 S. Mitchell Rd. Turlock 95360 209-652-6929,,,,,045-020-021,"(34.400831, -119.720319)",,,,False,,,540.0,372% Moisture,,,Scale Weights,"7413 S Mitchell Rd, Turlock 2024 Dairy AR",rancho_cordova,generic_r5,31,93,94,manure,R5-2007-0035_general_order
Mitk Made Dai,7509 W Oakdale Rd Snelling Merced 95369,"(37.461113965819, -120.623057736374)",Kenneth Stone Spreading,5175 Shaw Winton Ca 95388,Stone Spreading (209) 358-3200,5175 Shaw Ave Winton 95388,Merced,Broker,Broker,,"(37.425366280333, -120.579112088577)",11/29/2024,,11/29/2024,False,,,1350.0,38.0 %,,,10 Yd Spreader Box,7509 Oakdale Rd Snelling 2024 dairy AR,rancho_cordova,generic_r5,1,78,79,manure,R5-2007-0035_software
Milk Made Dai,7509 W Oakdale Rd Snelling Merced 95369,"(37.461113965819, -120.623057736374)",Kenneth Stone Spreading,5175 Shaw Winton Ca 95388,Stone Spreading (209) 358-3200,5175 Shaw Ave Winton 95388,Merced,Broker,Broker,,"(37.425366280333, -120.579112088577)",10/26/2024,,10/26/2024,False,,,946.0,38.0 %,,,10 Yd Spreader Box,7509 Oakdale Rd Snelling 2024 dairy AR,rancho_cordova,generic_r5,2,80,81,manure,R5-2007-0035_software
Milk Made Dai,7509 W Oakdale Rd Snelling Merced 95369,"(37.461113965819, -120.623057736374)",Kenneth Stone Spreading,5175 Shaw Winton Ca 95388,Stone Spreadin (209) 358-3200,5175 Shaw Ave Winton 95388,Merced,Broker,Broker,,"(37.425366280333, -120.579112088577)",09/26/2024,,9/26/2024,False,,,1128.0,33.6 %,,,10 Yd Spreader Box,7509 Oakdale Rd Snelling 2024 dairy AR,rancho_cordova,generic_r5,3,82,83,manure,R5-2007-0035_software
Milk Made Dai,7509 W Oakdale Rd Snellin Merced 95369,"(37.461113965819, -120.623057736374)",Kenneth Stone Spreading,5175 Shaw Winton Ca 95388,Stone Spreadin 209) 358-3200,5175 Shaw Ave Winton 95388,Merced,Broker,Broker,,"(37.425366280333, -120.579112088577)",08/20/2024,,8/20/2024,False,,,458.0,33.6 %,,,20 Yd Side Dump,7509 Oakdale Rd Snelling 2024 dairy AR,rancho_cordova,generic_r5,4,84,85,manure,R5-2007-0035_software
Milk Made Dai,7509 W Oakdale Rd Snelling Merced 95369,"(37.461113965819, -120.623057736374)",Kenneth Stone Spreading,5175 Shaw Winton Ca 95388,Stone Spreadin 209) 358-3200,5175 Shaw Ave Winton 95388,Merced,Broker,Broker,,"(37.425366280333, -120.579112088577)",07/10/2024,,7/10/2024,False,,,946.0,33.6 %,,,20 Yd Side Dump,7509 Oakdale Rd Snelling 2024 dairy AR,rancho_cordova,generic_r5,5,86,87,manure,R5-2007-0035_software
Milk Made Dai,7509 W Oakdale Rd Snellin Merced 95369,"(37.461113965819, -120.623057736374)",Kenneth Stone Spreading,5175 Shaw Winton Ca 95388,Stone Spreadin 209) 358-3200,5175 Shaw Ave Winton 95388,Merced,Broker,Broker,,"(37.425366280333, -120.579112088577)",06/1 3/2024,,,False,,,1624.0,33.6 %,,,20 Yd Side Dump,7509 Oakdale Rd Snelling 2024 dairy AR,rancho_cordova,generic_r5,6,88,89,manure,R5-2007-0035_software
Milk Made Dai,7509 W Oakdale Rd Snelling Merced 95369,"(37.461113965819, -120.623057736374)",Kenneth Stone Spreading,5175 Shaw Winton Ca 95388,Stone Spreading (209) 358-3200,5175 Shaw Ave Winton 95388,Merced,Broker,Broker,,"(37.425366280333, -120.579112088577)",05/02/2024,,5/2/2024,False,,,880.0,33.6 %,,,20 Yd Side Dump,7509 Oakdale Rd Snelling 2024 dairy AR,rancho_cordova,generic_r5,7,90,91,manure,R5-2007-0035_software
Milk Made Dai,7509 W Oakdale Rd Snelling Merced 95369,"(37.461113965819, -120.623057736374)",Kenneth Stone Spreading,5175 Shaw Winton Ca 95388,Stone Spreadin 209) 358-3200,5175 Shaw Ave Winton 95388,Merced,Broker,Broker,,"(37.425366280333, -120.579112088577)",04/26/2024,,4/26/2024,False,,,748.0,33.6 %,,,20 Yd Side Dump,7509 Oakdale Rd Snelling 2024 dairy AR,rancho_cordova,generic_r5,8,92,93,manure,R5-2007-0035_software
Milk Made Dai,7509 W Oakdale Rd Snellin Merced 95369,"(37.461113965819, -120.623057736374)",Kenneth Stone Spreading,5175 Shaw Winton Ca 95388,Stone Spreading (209) 358-3200,5175 Shaw Ave Winton 95388,Merced,Broker,Broker,,"(37.425366280333, -120.579112088577)",02/08/2024,,2/8/2024,False,,,1665.0,25.8 %,,,20 Yd Side Dump,7509 Oakdale Rd Snelling 2024 dairy AR,rancho_cordova,generic_r5,10,96,97,manure,R5-2007-0035_software
Milk Made Dai,7509 W Oakdale Rd Snelling Merced 95369,"(37.461113965819, -120.623057736374)",Kenneth Stone Spreading,5175 Shaw Winton Ca 95388,Stone S I 209) 358-3200,5175 Shaw Winton 95388,Merced,Broker,Broker,,"(37.425366280333, -120.579112088577)",01/08/2024,,1/8/2024,False,,,990.0,28.1 %,,,20 Yd Side Dump,7509 Oakdale Rd Snelling 2024 dairy AR,rancho_cordova,generic_r5,11,98,99,manure,R5-2007-0035_software
Joe & Teresa Soares Dairy #2,7581 N Merced Ave Delhi Merced 95315,"(37.40391819115, -120.795898593743)",Cardoso Farm Services Inc.,P.O. Box 189 Delhi Ca 95315,Cardoso Farm Services Inc (209) 564-6329,Delhi 95315,Bloss Ave Merced,Broker,Broker,,"(37.428956507109, -120.782357637125)",10/06/2024,,10/6/2024,False,,,728.0,72.4%,,,Tons X Loads,7581 N Merced Ave 2024 Dairy AR,rancho_cordova,cas,1,28,29,manure,R5-2007-0035_software
Azevedo Dairy #2,7618 Highway 59 El Nido Merced 95317,"(37.179123129754, -120.491742408819)",Gomes Farms Llc,P.O. Box 149 El Nido Ca 95317,Gomes Farms Llc (209) 564-2431,El Nido 95317,Coyote Rd Merced,Broker,Broker,,"(37.12954909407, -120.564216398897)",07/04/2024,,7/4/2024,False,,,20424.0,46.4 %,,,24 Tons X Loads,7618 S Hwy 59 El Nido 2024 Dairy AR,rancho_cordova,cas,1,27,28,manure,R5-2007-0035_software
Azevedo Dairy #2,7618 Highway 59 El Nido Merced 95317,"(37.179123129754, -120.491742408819)",Gomes Farms Llc,P.O. Box 149 El Nido Ca 95317,Gomes Farms Llc (209) 564-2431,El Nido 95317,Coyote Rd Merced,Broker,Broker,,"(37.12954909407, -120.564216398897)",10/25/2024,,10/25/2024,False,,,2952.0,43.7 %,,,24 Tons X Load,7618 S Hwy 59 El Nido 2024 Dairy AR,rancho_cordova,cas,2,29,30,manure,R5-2007-0035_software
Fanelli Dairy,7689 Washington Rd Hillmar Merced 95324,"(37.400190018769, -120.905161835675)",Fanelli Dairy,7689 Washington Rd Hilmar Ca 95324,Fanelli Dairy-Heifers (209) 678-2858,23839 W Bloss Ave Hilmar 95324,Merced,Farmer,Farmer,,"(37.404402889034, -120.918742698114)",01/01/2024,,1/1/2024,False,,,155.0,51.4%,,,Tons Per Load,"7689 Washington Rd, Hilmar 2024 Dairy AR",rancho_cordova,cas,1,51,52,manure,R5-2007-0035_software
Hd Ranch,7815 Midway Rd Dixen 95620,"(38.418360668429, -121.737691937824)",Steven Pozzi,6540 Lewis Rd Vacaville Ca 95687,Steven Parti 6540 Levis Rd Vacaville Ca 95687,676540 Leused Vacaville Ca 95687,,,,,"(38.346301, -121.956512)",,,,False,,,1011.0,(If,,(If Amount Reported In Cubic Yards),Scale,7755 Midway Rd Dixon 2024 Dairy AR,rancho_cordova,vestra,2,274,275,manure,R5-2013-0122_general_order
Hd Remcl,7815 Midway Rd Bixen 95620,"(38.418360668429, -121.737691937824)",Steven Pozzi,6540 Levis Vecanille Ca 95687,Steven Perri 6340 Levig Rd Varaville Ca 95687,646540 Vacaville Ca 95687,,,,,"(38.333324018272, -121.981528903666)",,,,False,,,519.0,,,(If Amount Reported In Cubic Yards),Scale,7755 Midway Rd Dixon 2024 Dairy AR,rancho_cordova,vestra,4,280,281,manure,R5-2013-0122_general_order
A.P. Avila Dairy,8178 Paradise Road Modesto Ca 95358,"(37.613887771784, -121.143451966878)",Avila Spreading Service,Po Box 580742 Modesto Ca 95358,Mike Bizzini (Bizzini Ranch) 7519 Paradise Rd. Modesto Ca 95358 209-484-1736,7519 Paradise Road Modesto Ca,,,,017-001-012,"(35.290231, -120.671886)",,,,False,,20,200.0,(If,,(If Amount Reported In Cubic Yards),20 Loads At 10 To Per Load,8178 Paradise Rd Modesto 2024 Dairy AR,rancho_cordova,generic_r5,1,62,63,manure,R5-2013-0122_general_order
Frank J. Bettencourt & Sons Dairy,8331 Central Avenue Ceres Ca 95307,"(37.517775505557, -120.958933001831)",Silva & Sons Llc,23616 Williams Avenue Hilmar Ca 95324,Silva & Sons Llc 23616 Williams Avenue Hilmar 95324 (209) 678-4027,23616 Williams Avenue Hilmar 95324,,Broker,Broker,,"(37.390622411571, -120.916363913993)",11/1/24,,11/1/2024,False,,,950.0,91.6%,,,Number Of Truckloads X Average Truck Weight,8331 Central Ave Ceres 2024 Dairy AR,rancho_cordova,generic_r5,1,20,21,manure,R5-2007-0035_general_order
Frank J Borges Dairy,8350 E Brady Rd Manteca San Joaquin 95337,"(37.727547971405, -121.204357809017)",B &M Hauling,11708 E Moncure Ave Ripon Ca 95366,B&M Farms (209) 599-3887,Manteca 95366,Lorenzen Rd San Joaquin,Farmer,Farmer,,"(37.744881, -121.124934)",06/25/2024,,6/25/2024,False,,,6864.0,41.3%,,,Tons X Loads,8350 E Brady Ave Manteca 2024 Dairy AR,rancho_cordova,cas,1,47,48,manure,R5-2007-0035_software
Frank J Borges Dairy,8350 E Brady Rd Manteca San Joaquin 95337,"(37.727547971405, -121.204357809017)",B &M Hauling,11708 E Moncure Ave Ripon Ca 95366,B&M Farms (209) 599-3887,Manteca 95366,Lorenzen Rd San Joaquin,Farmer,Farmer,,"(37.744881, -121.124934)",11/10/2024,,11/10/2024,False,,,7332.0,27.1%,,,Tons X Loads,8350 E Brady Ave Manteca 2024 Dairy AR,rancho_cordova,cas,2,49,50,manure,R5-2007-0035_software
Tierabuenaranch,8632 W Meadow Dr Winton Merced 95388,"(37.430485150512, -120.64321545914)",Kenneth Stone Spreading,Ca 95388,Stone Spreading (209) 358-3200,5175 Shaw Ave Winton 95388,County,Broker,Broker,Ae,"(37.425366280333, -120.579112088577)",09/28/2024,,9/28/2024,False,,,2200.0,36.8 %,,,20 Yd Side Dump,8632 W Meandow Dr Winton 2024 Dairy AR,rancho_cordova,generic_r5,1,74,75,manure,R5-2007-0035_software
Tierabuenaranch,8632 W Meadow Dr Winton Merced 95388,"(37.430485150512, -120.64321545914)",Kenneth Stone Spreadin,5175 Shaw Winton Ca 95388,Stone Spreading (209) 358-3200,5175 Shaw Ave Winton 95388,Merced,Broker,Broker,,"(37.425366280333, -120.579112088577)",03/18/2024,,3/18/2024,False,,,3014.0,25.1 %,,,20 Yd Side Dump,8632 W Meandow Dr Winton 2024 Dairy AR,rancho_cordova,generic_r5,3,78,79,manure,R5-2007-0035_software
Tierra Buena Ranch,Merced 95388,"(37.3876634, -120.6134574)",Kenneth Stone Spreading,Ca 95388,Stone Spreadin 209) 358-3200,5175 Shaw Ave Winton 95388,County,Broker,Broker,Iisa,"(37.425366280333, -120.579112088577)",12/02/2024,,12/2/2024,False,,,2104.0,36.2 %,,,20 Yd Side Dump,8632 W Meandow Dr Winton 2024 Dairy AR,rancho_cordova,generic_r5,4,80,81,manure,R5-2007-0035_software
Soares Dairy Lp,9201 Hilmar Rd Turlock Stanislaus 95380,"(37.427026106709, -120.954487408024)",Five Star Hauling,P.O. Box 488 Gustine Ca 95322,Five Star Hauling (209) 678-2917,Gustine 95322,. Merced,Broker,Broker,,"(37.1515358, -121.00524)",06/04/2024,,6/4/2024,False,,,3900.0,91.0 %,,,Tons Per Load,9201 Hilmar Rd Turlock 2024 Dairy AR,rancho_cordova,cas,1,85,86,manure,R5-2007-0035_software
Soares Dairy Lp,9201 Hilmar Rd Turlock Stanislaus 95380,"(37.427026106709, -120.954487408024)",Five Star Hauling,P.O. Box 488 Gustine Ca 95322,Five Star Hauling (209) 678-2917,Gustine 95322,. Merced,Broker,Broker,,"(37.1515358, -121.00524)",10/05/2024,,10/5/2024,False,,,5200.0,19.2 %,,,Tons Per Load,9201 Hilmar Rd Turlock 2024 Dairy AR,rancho_cordova,cas,2,87,88,manure,R5-2007-0035_software
Joe Soares Dairy #4,9207 American Ave Hilmar Stanislaus 95324,"(37.412526461954, -120.955435065998)",Cardoso Farm Services Inc.,P.O. Box 189 Delhi Ca 95315,Cardoso Farm Services Inc (209) 564-6329,Delhi 95315,August Ave Merced,Broker,Broker,,"(37.419568831959, -120.788770528032)",05/28/2024,,5/28/2024,False,,,6344.0,21.2%,,,Tons X Loads,9207 American Ave Hilmar 2024 Dairy AR,rancho_cordova,cas,1,36,37,manure,R5-2007-0035_software
Joe Soares Dairy #4,9207 American Ave Hilmar Stanislaus 95324,"(37.412526461954, -120.955435065998)",Cardoso Farm Services Inc.,P.O. Box 189 Delhi Ca 95315,Cardoso Farm Services Inc (209) 564-6329,Delhi 95315,August Ave Merced,Broker,Broker,,"(37.419568831959, -120.788770528032)",10/30/2024,,10/30/2024,False,,,2782.0,29.3 %,,,Tons X Loads,9207 American Ave Hilmar 2024 Dairy AR,rancho_cordova,cas,2,38,39,manure,R5-2007-0035_software
T & C Louters Dairy,921 W Sandy Mush Rd Merced Merced 95341,"(37.185610908636, -120.50838927762)",Kenneth Stone & Family Spreading,5175 Shaw Winton Ca 95388,Kenneth Stone & Family Spreading (209) 358-6201,1510 Washington Rd El Nido 94317,Merced,Composting Facility,Composting Facility,,"(37.113177550242, -120.523349355607)",01/17/2024,,1/17/2024,False,,,1232.0,27.6%,,,Truck Loads Multiplied By Average Scale Weight.,921 W Sandy Mush Rd Merced 2024 Dairy AR,rancho_cordova,generic_r5,1,27,28,manure,R5-2007-0035_software
T & C Louters Dairy,921 W Sandy Mush Rd Merced Merced 95341,"(37.185610908636, -120.50838927762)",Kenneth Stone & Family Spreading,5175 Shaw Winton Ca 95388,Kenneth Stone & Family Spreading (209) 358-6201,1510 Washington El Nido 94317,Merced,Composting Facility,Composting Facility,,"(37.113177550242, -120.523349355607)",01/17/2024,,1/17/2024,False,,,176.0,27.6%,,,Truck Loads Multiplied By Average Scale Weights.,921 W Sandy Mush Rd Merced 2024 Dairy AR,rancho_cordova,generic_r5,2,29,30,manure,R5-2007-0035_software
T & C Louters Dairy,921 W Sandy Mush Rd Merced Merced 95341,"(37.185610908636, -120.50838927762)",Kenneth Stone & Family Spreading,5175 Shaw Winton Ca 95388,Kenneth Stone & Family Spreading (209) 358-6201,1510 Washington El Nido 94317,Merced,Composting Facility,Composting Facility,,"(37.113177550242, -120.523349355607)",04/18/2024,,4/18/2024,False,,,396.0,27.6%,,,Truck Loads Multiplied By Average Scale Weights.,921 W Sandy Mush Rd Merced 2024 Dairy AR,rancho_cordova,generic_r5,3,31,32,manure,R5-2007-0035_software
T & C Louters Dairy,921 W Sandy Mush Rd Merced Merced 95341,"(37.185610908636, -120.50838927762)",Kenneth Stone & Family Spreading,5175 Shaw Winton Ca 95388,Kenneth Stone & Family Spreading (209) 358-6201,1510 Washington El Nido 94317,Merced,Composting Facility,Composting Facility,,"(37.113177550242, -120.523349355607)",05/17/2024,,5/17/2024,False,,,440.0,27.6%,,,Truck Loads Multiplied By Average Scale Weights.,921 W Sandy Mush Rd Merced 2024 Dairy AR,rancho_cordova,generic_r5,4,33,34,manure,R5-2007-0035_software
T & C Louters Dairy,921 W Sandy Mush Rd Merced Merced 95341,"(37.185610908636, -120.50838927762)",Kenneth Stone & Family Spreading,5175 Shaw Winton Ca 95388,Kenneth Stone & Family Spreading (209) 358-6201,1510 Washington El Nido 94317,Merced,Composting Facility,Composting Facility,,"(37.113177550242, -120.523349355607)",06/28/2024,,6/28/2024,False,,,229.0,27.6%,,,Truck Loads Multiplied By Average Scale Weights.,921 W Sandy Mush Rd Merced 2024 Dairy AR,rancho_cordova,generic_r5,5,35,36,manure,R5-2007-0035_software
T & C Louters Dairy,921 W Sandy Mush Rd Merced Merced 95341,"(37.185610908636, -120.50838927762)",Kenneth Stone & Family Spreading,5175 Shaw Winton Ca 95388,Kenneth Stone & Family Spreading (209) 358-6201,5175 Shaw Winton 95355,Merced,Composting Facility,Composting Facility,,"(37.425366280333, -120.579112088577)",08/01/2024,,8/1/2024,False,,,163.0,27.6%,,,Truck Loads Multiplied By Average Scale Weights.,921 W Sandy Mush Rd Merced 2024 Dairy AR,rancho_cordova,generic_r5,6,37,38,manure,R5-2007-0035_software
T & C Louters Dairy,921 W Sandy Mush Rd Merced Merced 95341,"(37.185610908636, -120.50838927762)",Kenneth Stone & Family Spreading,5175 Shaw Winton Ca 95388,Kenneth Stone & Family Spreading (209) 358-6201,1510 Washington El Nido 94317,Merced,Composting Facility,Composting Facility,,"(37.113177550242, -120.523349355607)",12/03/2024,,12/3/2024,False,,,462.0,23.5 %,,,Truck Loads Multiplied By Average Scale Weights.,921 W Sandy Mush Rd Merced 2024 Dairy AR,rancho_cordova,generic_r5,7,39,40,manure,R5-2007-0035_software
Dematos Dairy,931 S Blaker Rd Turlock Stanislaus 95380,"(37.484397090731, -120.967675829757)",Faria And Son Backhoe Service,20399 Williams Ave Hilmar Ca 95324,Faria And Son Backhoe (209) 632-0313,Hilmar 95324,Williams Ave Stanislaus,Broker,Broker,,"(37.389863795747, -120.863283625579)",11/12/2024,,11/12/2024,False,,,560.0,41.0%,,,Tons Per Load,931 S Blaker Rd Turlock 2024 Dairy AR,rancho_cordova,cas,1,34,35,manure,R5-2007-0035_software
Ken Van Foeken Dairy #2,9375 Washington Road Hilmar Ca 95324,"(37.424613753066, -120.904749194581)",Silva & Sons Llc,23616 Williams Avenue Hilmar Ca 95324,Silva & Sons Llc 23616 Williams Avenue Hilmar 95324 (209) 678-4027,23616 Williams Avenue Hilmar 95324,,Broker,Broker,,"(37.390622411571, -120.916363913993)",6/20/2024,,6/20/2024,False,,,2800.0,70.7%,,,Number Of Truckloads X Average Truck Weight,"9375 N Washington Rd, Hilmar 2024 Dairy AR",rancho_cordova,generic_r5,2,39,40,manure,R5-2007-0035_general_order
Th Mello & Sons Dairy,9390 Harvey Rd. Galt 95632,"(38.252122173203, -121.352418009822)",Lester Mello,9390 Harvey Rd. Galt 95632,Gwerder Family Ranch 8980 Kost Rd. Galt 95632 209-210-7169,Kost Rd. Galt 95632,,,,92-9198,"(38.240084000044, -121.332909642815)",Oct 28-Nov. 5 2024,11/5/2024,10/28/2026,False,,,288.0,52.7%,,,Hauler'S Estimate,9390 Harvey Rd Galt 2024 Dairy AR,rancho_cordova,generic_r5,1,47,48,manure,R5-2007-0035_general_order
New Hope Diary,9551 New Hope Rd Galt Ca 95632,"(38.248699967865, -121.343914401412)",Bruce Mellor Inc.,18119 E. Avena Rd. Escalon Ca 95320,Frank 707-426-2500,6111 Lambie Rd Suisun City Ca 94585,,E.B. Stone,E.B. Stone,,"(38.221399941585, -121.857614424945)",1/1/2024-12/31/2024,1/1/2024,12/31/2024,False,,,2304.0,61.8 P-0.129%,,,Hauler'S Estimate,9547 New Hope Rd Galt 2024 Dairy AR,rancho_cordova,generic_r5,1,37,38,manure,R5-2007-0035_general_order
New Hope Dairy,9547 New Hope Rd. Galt 95632,"(38.247340176919, -121.345644721457)",Billy Phillips,E. Blvd. Galt 95632,Same,Macdoel,,,,003-X260-X010-X000,"(41.823644, -122.003391)",January-December 2024,12/11/2024,1/11/2026,False,,,240.0,41.3%,,,Hauler'S Estimate,9547 New Hope Rd Galt 2024 Dairy AR,rancho_cordova,generic_r5,2,39,40,manure,R5-2007-0035_general_order
Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,"(37.427139639588, -120.867198855089)",Five Star Custom Spreading Inc.,3410 S Hunt Rd Gustine Ca 95322,Bobby Borba (209) 321-5444,6626 Central Ave Hilmar 95324,Merced,Farmer,Farmer,,"(37.385386194748, -120.958622955232)",04/01/2024,,4/1/2024,False,,,1664.0,73.7 %,,,Tons Per Load,"9558 Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,cas,13,64,65,manure,R5-2007-0035_software
Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,"(37.427139639588, -120.867198855089)",Five Star Custom Spreading Inc.,3410 S Hunt Rd Gustine Ca 95322,Sam Avila (209) 595-2446,Hilmar 95324,Hilmar Road Merced,Farmer,Farmer,,"(37.397197, -120.874568)",06/01/2024,,6/1/2024,False,,,1040.0,73.7 %,,,Tons Per Load,"9558 Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,cas,14,66,67,manure,R5-2007-0035_software
Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,"(37.427139639588, -120.867198855089)",Five Star Custom Spreading Inc.,3410 S Hunt Rd Gustine Ca 95322,Five Star Custom Spreading Inc. (209) 678-2917,3410 S Hunt Rd Gustine 95322,Merced,Broker,Broker,,"(37.23988519853, -120.993873468132)",06/01/2024,,6/1/2024,False,,,520.0,73.7 %,,,Tons Per Load,"9558 Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,cas,15,68,69,manure,R5-2007-0035_software
Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,"(37.427139639588, -120.867198855089)",Five Star Custom Spreading Inc.,3410 S Hunt Rd Gustine Ca 95322,Five Star Custom Spreading Inc. (209) 678-2917,3410 S Hunt Rd Gustine 95324,Merced,Broker,Broker,,"(37.23988519853, -120.993873468132)",09/24/2024,,9/24/2024,False,,,845.0,51.0 %,,,Tons Per Load,"9558 Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,cas,16,70,71,manure,R5-2007-0035_software
Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,"(37.427139639588, -120.867198855089)",T And L Family Composting,P.O. Box 760 Hilmar Ca 95324,T And L Family Composting Yard (209) 495-6935,Hilmar 95324,Tegner Road Merced,Composting Facility,Composting Facility,,"(37.399019408541, -120.88667283677)",01/16/2024,,1/16/2024,False,,,338.0,75.2 %,,,Tons Per Load,"9558 Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,cas,17,72,73,manure,R5-2007-0035_software
Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,"(37.427139639588, -120.867198855089)",T And L Family Composting,P.O. Box 760 Hilmar Ca 95324,T And L Family Composting Yard (209) 495-6935,Hilmar 95324,Tegner Road Merced,Composting Facility,Composting Facility,,"(37.399019408541, -120.88667283677)",02/28/2024,,2/28/2024,False,,,364.0,75.2 %,,,Tons Per Load,"9558 Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,cas,18,74,75,manure,R5-2007-0035_software
