Source PDF,Street no,Rest of PDF,County,Manifest Number,Is Duplicate,Start Page,End Page,Manifest Type,DONE,Origin Dairy Name,Origin Dairy Address,Hauler Name,Hauler Address,Destination Name,Destination Contact Address,Destination Address,Destination Nearest Cross Street,Destination Assessor Parcel Number,Destination Type (Standardized),First Haul Date,Last Haul Date,Unique Hauling Days Mentioned,Total Process Wastewater Exports (Gallons),Total Manure Amount (tons),Manure Solids (%),Manure Moisture (%),Total Manure Amount (cubic yards),Manure Density,Method Used to Determine Volume of Manure,Method Used to Determine Volume of Wastewater,Manure Number of Hauls,Manure Mass per Haul (tons),Manure Volume per Haul (cubic yards),Wastewater Volume per Haul (Gallons),Wastewater Number of Hauls,Wastewater Hours Pumped (Hours),Wastewater Pumping Rate (GPM),Is Pipeline,Parameter Template
26972 N Dustin Rd Acampo 2024 Dairy AR,26972.0, N Dustin Rd Acampo 2024 Dairy AR,rancho_cordova,2,,30,31,manure,x,Sited Oak Dairy,26972 N. Dustin Rd. Acampo 95220,Bill Roper,12631 Pratton Ln. Galt 95632,,12631 Pratton Ln. Galt 95632,12631 Pratton Ln. Galt 95632,,,Garden,,2024-09-01,,,5.52,52.4,,,,Loader Bucket Weighed @ 1 Scoop,,,,,,,,,False,R5-2007-0035_general_order
26972 N Dustin Rd Acampo 2024 Dairy AR,26972.0, N Dustin Rd Acampo 2024 Dairy AR,rancho_cordova,3,,32,33,manure,x,Sited Oak Dairy,26972 N. Dustin Rd. Acampo 95220,Aaron Roper,12959 Herald Rd. Herald 95638,,12959 Herald Rd. Herald 95638,12959 Herald Rd. Herald 95638,,,Garden,,2024-08-31,,,5.52,52.4,,,,Loader Bucket Weighed @ 1 Scoop,,,,,,,,,False,R5-2007-0035_general_order
27500 W Bunker Rd Gustine 2024 Dairy AR,27500.0, W Bunker Rd Gustine 2024 Dairy AR,rancho_cordova,1,,67,68,manure,x,Tony Lopes Dairy Lp,27500 W Bunker Rd Gustine Merced 95322,J&F Fertilizer,900 Meredith Ave Gustine Ca 95322,P&D Dairy North,28366 W Husman Rd Gustine CA 95322,28366 W Husman Rd Gustine 95322,Field 18 Merced,,Farmer,,2024-04-30,,,1475.0,32.2,,,,Hauler'S Calculations,,,,,,,,,False,R5-2007-0035_software
27500 W Bunker Rd Gustine 2024 Dairy AR,27500.0, W Bunker Rd Gustine 2024 Dairy AR,rancho_cordova,2,,69,70,manure,x,Tony Lopes Dairy Lp,27500 W Bunker Rd Gustine Merced 95322,J&F Fertilizer,900 Meredith Ave Gustine Ca 95322,P&D Dairy North,28366 W Husman Rd Gustine CA 95322,28366 W Husman Rd Gustine 95322,Field 23 Merced,,Farmer,,2024-05-10,,,950.0,32.2,,,,Haulers Calc,,,,,,,,,False,R5-2007-0035_software
27500 W Bunker Rd Gustine 2024 Dairy AR,27500.0, W Bunker Rd Gustine 2024 Dairy AR,rancho_cordova,3,,71,72,manure,x,Tony Lopes Dairy Lp,27500 W Bunker Rd Gustine Merced 95322,J&F Fertilizer,900 Meredith Ave Gustine Ca 95322,P&D Dairy North,28366 W Husman Rd Gustine CA 95322,28366 W Husman Rd Gustine 95322,Field 19 Merced,,Farmer,,2024-05-14,,,1050.0,32.2,,,,Hauler's Calculations,,,,,,,,,False,R5-2007-0035_software
27500 W Bunker Rd Gustine 2024 Dairy AR,27500.0, W Bunker Rd Gustine 2024 Dairy AR,rancho_cordova,4,,73,74,manure,x,Tony Lopes Dairy Lp,27500 W Bunker Rd Gustine Merced 95322,J&F Fertilizer,900 Meredith Ave Gustine Ca 95322,P&D Dairy North,28366 W Husman Rd Gustine CA 95322,28366 W Husman Rd Gustine 95322,Field 24 Merced,,Farmer,,2024-05-16,,,1050.0,32.2,,,,Hauler's Calculations,,,,,,,,,False,R5-2007-0035_software
27500 W Bunker Rd Gustine 2024 Dairy AR,27500.0, W Bunker Rd Gustine 2024 Dairy AR,rancho_cordova,5,,75,76,manure,x,Tony Lopes Dairy Lp,27500 W Bunker Rd Gustine Merced 95322,J&F Fertilizer,900 Meredith Ave Gustine Ca 95322,P&D Dairy North,28366 W Husman Rd Gustine CA 95322,28366 W Husman Rd Gustine 95322,Field 1 Merced,,Farmer,,2024-05-23,,,250.0,32.2,,,,Hauler's Calculations,,,,,,,,,False,R5-2007-0035_software
27500 W Bunker Rd Gustine 2024 Dairy AR,27500.0, W Bunker Rd Gustine 2024 Dairy AR,rancho_cordova,6,,77,78,manure,x,Tony Lopes Dairy Lp,27500 W Bunker Rd Gustine Merced 95322,J&F Fertilizer,900 Meredith Ave Gustine Ca 95322,P&D Dairy North,28366 W Husman Rd Gustine CA 95322,28366 W Husman Rd Gustine 95322,Field 18 Merced,,Farmer,,2024-09-13,,,980.0,40.9,,,,Hauler's Calculations,,,,,,,,,False,R5-2007-0035_software
27500 W Bunker Rd Gustine 2024 Dairy AR,27500.0, W Bunker Rd Gustine 2024 Dairy AR,rancho_cordova,7,,79,80,manure,x,Tony Lopes Dairy Lp,27500 W Bunker Rd Gustine Merced 95322,J&F Fertilizer,900 Meredith Ave Gustine Ca 95322,P&D Dairy North,28366 W Husman Rd Gustine CA 95322,28366 W Husman Rd Gustine 95322,Field 21 Merced,,Farmer,,2024-09-13,,,500.0,29.9,,,,Hauler's Calculations,,,,,,,,,False,R5-2007-0035_software
27500 W Bunker Rd Gustine 2024 Dairy AR,27500.0, W Bunker Rd Gustine 2024 Dairy AR,rancho_cordova,8,,81,82,manure,x,Tony Lopes Dairy Lp,27500 W Bunker Rd Gustine Merced 95322,J&F Fertilizer,900 Meredith Ave Gustine Ca 95322,P&D Dairy North,28366 W Husman Rd Gustine CA 95322,28366 W Husman Rd Gustine 95322,Field 20 Merced,,Farmer,,2024-09-23,,,520.0,29.9,,,,Hauler's Calculations,,,,,,,,,False,R5-2007-0035_software
27500 W Bunker Rd Gustine 2024 Dairy AR,27500.0, W Bunker Rd Gustine 2024 Dairy AR,rancho_cordova,9,,83,84,manure,x,Tony Lopes Dairy Lp,27500 W Bunker Rd Gustine Merced 95322,J&F Fertilizer,900 Meredith Ave Gustine Ca 95322,P&D Dairy North,28366 W Husman Rd Gustine CA 95322,28366 W Husman Rd Gustine 95322,Field 23 Merced,,Farmer,,2024-09-23,,,520.0,29.9,,,,Hauler's Calculations,,,,,,,,,False,R5-2007-0035_software
27890 W Brazo Rd Newman 2024 Dairy AR,27890.0, W Brazo Rd Newman 2024 Dairy AR,rancho_cordova,1,,43,44,manure,x,John Silveira Dairy,27890 W Brazo Rd Newman Merced 95360,Alp Custom Spreading,P.O. Box 218 Newman Ca 95360,John Silveira,P.O. Box 400 Gustine CA 95322,Gustine 95322,Fentem Road Hwy 33 Bizzini Merced,,Farmer,,2024-05-01,,,3900.0,44.1,,,,Tons Per Load,,,,,,,,,False,R5-2007-0035_software
27890 W Brazo Rd Newman 2024 Dairy AR,27890.0, W Brazo Rd Newman 2024 Dairy AR,rancho_cordova,2,,45,46,manure,x,John Silveira Dairy,27890 W Brazo Rd Newman Merced 95360,Alp Custom Spreading,P.O. Box 218 Newman Ca 95360,John Silveira,P.O. Box 400 Gustine CA 95322,Gustine 95322,Fentem Road Merced,,Farmer,,2024-05-08,,,931.0,44.1,,,,Tons Per Load,,,,,,,,,False,R5-2007-0035_software
27890 W Brazo Rd Newman 2024 Dairy AR,27890.0, W Brazo Rd Newman 2024 Dairy AR,rancho_cordova,3,,47,48,manure,x,John Silveira Dairy,27890 W Brazo Rd Newman Merced 95360,Alp Custom Spreading,P.O. Box 218 Newman Ca 95360,John Silveira,P.O. Box 400 Gustine CA 95322,Gustine 95322,Fentem Road Hwy 33 Bizzini Merced,,Farmer,,2024-10-01,,,2070.0,924.0,,,,Tons Per Load,,,,,,,,,False,R5-2007-0035_software
28470 W Cottonwood Rd Gustine 2024 Dairy AR,28470.0, W Cottonwood Rd Gustine 2024 Dairy AR,rancho_cordova,1,,52,53,manure,x,5N Cattle,28470 W Cottonwood Rd Gustine Merced 95322,J&F Fertilizer,900 Meredith Ave Gustine Ca 95322,J&F Fertilizer,900 Meredith Ave Gustine CA 95322,900 Meredith Ave Gustine 95322,Merced,,Composting Facility,,2024-10-08,,,1216.0,47.7,,,,Number Of Loads Multiplied By Load Weight,,,,,,,,,False,R5-2007-0035_software
28524 S Kasson Rd Tracy 2024 Dairy AR,28524.0, S Kasson Rd Tracy 2024 Dairy AR,rancho_cordova,1,,95,96,manure,x,Douma Dairy,28524 Kasson Rd Tracy CA 95376,Bruce Mellor INC.,18119 E. Avena Rd Escalon CA 95320,Raul 209-887-3845,Raul 209-887-3845,Po Box 479 Linden CA 95236,,,Hyponex,2024-01-01,2024-12-31,,,413.0,,,,,,,,,,,,,,False,R5-2007-0035_general_order
29191 W Husman Rd Gustine 2024 Dairy AR,29191.0, W Husman Rd Gustine 2024 Dairy AR,rancho_cordova,1,,40,41,manure,x,Luis C Nunes & Sons Dairy #1,29191 Husman Rd Gustine Merced 95322,Luis Nunes Dairy 1,29191 Husman Rd Gustine Ca 95322,Luis Nunes Dairy #2,10268 Hwy 33 Gustine CA 95322,Gustine 95322,Hwy 33 Merced,,Farmer,,2024-05-10,,,2652.0,58.0,,,,Tons X Loads,,,,,,,,,False,R5-2007-0035_software
29191 W Husman Rd Gustine 2024 Dairy AR,29191.0, W Husman Rd Gustine 2024 Dairy AR,rancho_cordova,2,,42,43,manure,x,Luis C Nunes & Sons Dairy #1,29191 Husman Rd Gustine Merced 95322,Luis Nunes Dairy 1,29191 Husman Rd Gustine Ca 95322,Luis Nunes Dairy #2,10268 Hwy 33 Gustine CA 95322,Gustine 95322,Hwy 33 Merced,,Farmer,,2024-10-30,,,608.0,31.0,,,,Tons X Loads,,,,,,,,,False,R5-2007-0035_software
29744 Cottonwood Rd Gustine 2024 Dairy AR,29744.0, Cottonwood Rd Gustine 2024 Dairy AR,rancho_cordova,1,,46,47,wastewater,x,Manuel Mendes Dairy,29744 Cottonwood Rd Gustine 95322,Mendes Pipeline,,Frank Rebelo 1648 Via Milano Gustine 95322,Frank Rebelo 1648 Via Milano Gustine 95322,,,063-250-029,Farmer,,2024-06-21,,780000.0,,,,,,,Pump GPM X Run Time,,,,,,,,True,R5-2007-0035_general_order
29744 Cottonwood Rd Gustine 2024 Dairy AR,29744.0, Cottonwood Rd Gustine 2024 Dairy AR,rancho_cordova,2,,48,49,manure,x,Manuel Mendes Dairy,29744 Cottonwood Rd Gustine 95322,Jf Fertilizer,900 Meredith Ave. Gustine 95322,John Nunes,900 Meredith Ave Gustine 95322,900 Meredith Ave. Gustine 95322,,,Broker,,2024-11-17,,,400.0,62.6,,,,40 Loads @ 10 Tons Per Load.,,40.0,10.0,,,,,,False,R5-2007-0035_general_order
29770 E Hwy 4 Farmington 2024 Dairy AR,29770.0, E Hwy 4 Farmington 2024 Dairy AR,rancho_cordova,1,,29,29,manure,x,River Oak Dairy,29770 E. Hwy 4 Farmington CA 95230,Caton Ag INC.,; 14303 S. Campbell Road Escalon CA 95230,Caton Ag INC.,14303 S Campbell Road Escalon CA 95320,14303 S. Campbell Road Escalon CA,,207-320-20,Broker,,2024-08-22,,,3800.0,,28.4,,,380 loads at 10 tons per load,,380.0,10.0,,,,,,False,R5-2007-0035_general_order
2024AR_4 Corners Dairy_14976 Ave 168_Tulare,,2024AR_4 Corners Dairy_14976 Ave 168_Tulare,tulare_east,1,,52,53,manure,x,De Boer Dairy,14976 Avenue 168 Tulare 93274,Bakke Ag Services,Po Box 7208 Visalia 93290,Merrit Farms,,,,"300-1501,0300-15019",,,2024-01-15,,,2021.63,79.8,,,,,,,,,,,,,False,R5-2013-0122_general_order
2024AR_4 Corners Dairy_14976 Ave 168_Tulare,,2024AR_4 Corners Dairy_14976 Ave 168_Tulare,tulare_east,2,,55,56,manure,x,De Boer Dairy,14976 Avenue 168 Tulare 93274,Aves Ag Service INC.,2407 Avenue 199 Tulare CA 93274,Tony Simoes 14469 Ave 180 Tulare CA 93274,Tony Simoes 14469 Ave 180 Tulare CA 93274,Fields 1 2 3 4,,,Farmer,,2024-09-30,,,7700.0,53.9,,,,,,,,,,,,,False,R5-2013-0122_general_order
2024AR_Alta Sierra Dairy_7901 Ave 368_Tulare,,2024AR_Alta Sierra Dairy_7901 Ave 368_Tulare,tulare_east,1,,71,72,manure,x,Alta Sierra Dairy,7901 Ave 368 Dinuba CA 93618,,10071 6Th Ave 93230,10071 6th Ave Hanford 93230,10071 6th Ave Hanford 93230,,,,"Composting Facility, Broker",2024-01-01,2024-12-31,,,3140.0,,,,,Scale Amount.,,,,,,,,,False,R5-2007-0035_general_order
2024AR_Avenue 128 Dairy_13002 Ave 128_Tulare,,2024AR_Avenue 128 Dairy_13002 Ave 128_Tulare,tulare_east,1,,50,50,manure,x,Hettinga Farms-Ave 120 Dairy,Hettinga Farms Ave 120 CA,Cain Trucking INC.,23004 Road 140 Tulare 93274,Cain Trucking INC. 23004 Road 140 Tulare 93274,,7559 Ave. 152 Tipton 93272,,,"Composting Facility, Broker",2024-08-13,2024-11-23,,,13075.0,,,,,,,,,,,,,,False,R5-2007-0035_one_page_1
2024AR_Borba & Sons_13511 Rd 120_Tulare,,2024AR_Borba & Sons_13511 Rd 120_Tulare,tulare_east,1,,50,50,manure,x,Borba & Sons,13511 Road 120 Tipton 93272,,,Melvin & Leonard Cardoza 13511 Rd 120 Tipton 93272,,Road 120 Tipton,,300-020-030,Composting Facility,2024-06-01,2024-07-01,,,2700.0,,,,,,,,,,,,,,False,R5-2007-0035_one_page_1
2024AR_Chris & John Jongsma Dairy_15759 Ave 128_Tulare,,2024AR_Chris & John Jongsma Dairy_15759 Ave 128_Tulare,tulare_east,1,,34,35,manure,x,Jongsma Dairy,15759 Avenue 128 Tipton CA 93272,E.W. Merritt Farms,11188 Road 192 Porterville CA 93257,Merritt Yard,11188 Road 192 Porterville CA 93257,,,,Farmer,,2024-05-26,,,1700.0,74.9,,,,,,,,,,,,,False,R5-2013-0122_general_order
2024AR_Cream Top Dairy_13075 Ave 200_Tulare,,2024AR_Cream Top Dairy_13075 Ave 200_Tulare,tulare_east,1,,70,71,manure,x,Cream Top Dairy,,J&A Compost INC,2909 Bell Port Tulare 93274,,,,,,Composting Facility,2025-04-01,2025-06-01,,,2412.0,134.0,,,,Hauled In Tons The Manure Solids Content And The Method Used To Calculate The Amount,,,,,,,,,False,R5-2017-0000_general_order
2024AR_D & V Dairy_15625 Ave 144_Tulare,,2024AR_D & V Dairy_15625 Ave 144_Tulare,tulare_east,1,,35,36,manure,x,D & V Dairy,15625 Avenue 144 Tipton CA 93272,Merritt Farms,11188 Road 192 Porterville CA 93257,Merritt Yard,Merritt Yard,,,,Composting Facility,,2024-06-26,,,2060.0,82.1,,,,,,,,,,,,,False,R5-2013-0122_general_order
2024AR_D & V Dairy_15625 Ave 144_Tulare,,2024AR_D & V Dairy_15625 Ave 144_Tulare,tulare_east,2,,38,39,manure,x,D & V Dairy,15625 Avenue 144 Tipton CA 93272,Turning Leaf Organics,14982 Road 152 Tipton CA 93272,,14982 Road 152 Tipton CA 93272,,,,Composting Facility,,2024-10-01,,,18423.0,68.0,,,,,,,,,,,,,False,R5-2013-0122_general_order
2024AR_D & V Dairy_15625 Ave 144_Tulare,,2024AR_D & V Dairy_15625 Ave 144_Tulare,tulare_east,3,x,40,40,manure,x,D & V Dairy,15625 Ave 144 Tipton CA 93272,Turning Leaf Organics 14982 Road 152 Tipton CA 93272 Phone Number,Turning Leaf Organics 14982 Road 152 Tipton CA 93272 Phone,Turning Leaf Organics,,,,,,,,,,18423.0,,,,,,,,,,,,,,False,CAG018001
2024AR_D & V Dairy_15625 Ave 144_Tulare,,2024AR_D & V Dairy_15625 Ave 144_Tulare,tulare_east,4,,41,42,manure,x,D & V Dairy,15625 Avenue 144 Tipton CA 93272,Turning Leaf Organics,14982 Road 152 Tipton CA 93272,,14982 Road 152 Tipton CA 93272,,,,Composting Facility,2024-11-13,2024-11-22,,,2502.0,68.0,,,,,,,,,,,,,False,R5-2013-0122_general_order
2024AR_D & V Dairy_15625 Ave 144_Tulare,,2024AR_D & V Dairy_15625 Ave 144_Tulare,tulare_east,5,x,43,43,manure,x,D & V Dairy,15625 Avenue 144 Tipton CA 93272,Turning Leaf Organics Phone Number,Turning Leaf Organics Phone,Turning Leaf Organics,,,,,,2024-11-13,2024-11-22,,,2502.0,,,,,,,,,,,,,,False,CAG018001
2024AR_D & V Dairy_15625 Ave 144_Tulare,,2024AR_D & V Dairy_15625 Ave 144_Tulare,tulare_east,6,,44,45,manure,x,D & V Dairy,15625 Avenue 144 Tipton CA 93272,Turning Leaf Organics,14982 Road 152 Tipton CA 93272,Jace Vdh,,,,,Composting Facility,2024-12-01,2024-12-09,,,9328.0,68.0,,,,,,,,,,,,,False,R5-2013-0122_general_order
2024AR_D & V Dairy_15625 Ave 144_Tulare,,2024AR_D & V Dairy_15625 Ave 144_Tulare,tulare_east,7,x,46,46,manure,x,D & V Dairy,15625 Avenue 144 Tipton CA 93272,Turning Leaf Organics Phone Number,Turning Leaf Organics Phone,Almonds,,,,,,2024-12-01,2024-12-09,,,9328.0,,,,,,,,,,,,,,False,CAG018001
2024AR_Double J Dairy_6656 Ave 328_Tulare,,2024AR_Double J Dairy_6656 Ave 328_Tulare,tulare_east,1,,50,51,manure,x,Double J Dairy,6656 Avenue 328 Visalia CA 93291,Double J Dairy,6656 Avenue 328 Visalia CA 93291,Jay Te Velde,6656 Avenue 328 Visalia CA 93291,,,"048-010-006,048-130-002,045-070-010",Farmer,,2024-11-01,,,2015.0,40.6,,,,,,,,,,,,,False,R5-2013-0122_general_order
2024AR_Double J Dairy_6656 Ave 328_Tulare,,2024AR_Double J Dairy_6656 Ave 328_Tulare,tulare_east,2,,52,53,manure,x,Double J Dairy,6656 Avenue 328 Visalia CA 93291,Double J Dairy,6656 Avenue 328 Visalia CA 93291,Jay Te Velde,6656 Avenue 328 Visalia CA 93291,Road 80 And Avenue 336 Visalia CA,,,Farmer,,2024-11-05,,,2600.0,40.6,,,,,,,,,,,,,False,R5-2013-0122_general_order
2024AR_Double J Dairy_6656 Ave 328_Tulare,,2024AR_Double J Dairy_6656 Ave 328_Tulare,tulare_east,3,,54,55,manure,x,Double J Dairy,6656 Avenue 328 Visalia CA 93291,Double J Dairy,6656 Avenue 328 Visalia CA 93291,Jay Te Velde,6656 Avenue 328 Visalia CA 93291,,,"048-140-007,048-140-008,048-140-008",Farmer,,2024-11-10,,,2700.0,40.6,,,,,,,,,,,,,False,R5-2013-0122_general_order
2024AR_Double J Dairy_6656 Ave 328_Tulare,,2024AR_Double J Dairy_6656 Ave 328_Tulare,tulare_east,4,,56,57,manure,x,Double J Dairy,6656 Avenue 328 Visalia CA 93291,Double J Dairy,6656 Avenue 328 Visalia CA 93291,Jay Te Velde,6656 Avenue 328 Visalia CA 93291,Road 68 And Avenue 320 Visalia CA,,,Farmer,,2024-11-15,,,3000.0,40.6,,,,,,,,,,,,,False,R5-2013-0122_general_order
2024AR_Double J Dairy_6656 Ave 328_Tulare,,2024AR_Double J Dairy_6656 Ave 328_Tulare,tulare_east,5,,58,59,manure,x,Double J Dairy,6656 Avenue 328 Visalia CA 93291,Double J Dairy,6656 Avenue 328 Visalia CA 93291,Jay Te Velde,6656 Avenue 328 Visalia CA 93291,,,"072-030-013,072-030-013,072-030-007,072-030-009",Farmer,,2024-11-20,,,4100.0,40.6,,,,,,,,,,,,,False,R5-2013-0122_general_order
2024AR_Double J Dairy_6656 Ave 328_Tulare,,2024AR_Double J Dairy_6656 Ave 328_Tulare,tulare_east,6,,60,61,manure,x,Double J Dairy,6656 Avenue 328 Visalia CA 93291,Double J Dairy,6656 Avenue 328 Visalia CA 93291,Jay Te Velde,6656 Avenue 328 Visalia CA 93291,7Th Avenue And Dover Ave Visalia CA,,,Farmer,,2024-11-25,,,3400.0,40.6,,,,,,,,,,,,,False,R5-2013-0122_general_order
2024AR_East Ridge Farms_14153 Rd 168_Tulare,,2024AR_East Ridge Farms_14153 Rd 168_Tulare,tulare_east,1,,34,35,manure,x,East Ridge Dairy,14153 Rd 168 Porterville CA 93257,Turning Leaf Organics,14982 Road 152 Tipton CA 93272,Can Rey Farms,,,,,Farmer,2024-12-01,2024-12-09,,,1122.0,65.9,,,,,,,,,,,,,False,R5-2013-0122_general_order
2024AR_East Ridge Farms_14153 Rd 168_Tulare,,2024AR_East Ridge Farms_14153 Rd 168_Tulare,tulare_east,2,x,36,36,manure,x,Eastridge Dairy,,Turning Leaf Organics Phone Number,Turning Leaf Organics Phone,Walnuts,,,,,,,,,,1122.0,,,,,,,,,,,,,,False,CAG018001
2024AR_East Ridge Farms_14153 Rd 168_Tulare,,2024AR_East Ridge Farms_14153 Rd 168_Tulare,tulare_east,3,,37,38,manure,x,East Ridge Dairy,14153 Rd 168 Porterville CA 93257,Turning Leaf Organics,14982 Road 152 Tipton CA 93272,,14982 Road 152 Tipton CA 93272,,,,Composting Facility,2024-11-14,2024-11-22,,,3330.0,65.9,,,,,,,,,,,,,False,R5-2013-0122_general_order
2024AR_East Ridge Farms_14153 Rd 168_Tulare,,2024AR_East Ridge Farms_14153 Rd 168_Tulare,tulare_east,4,x,39,39,manure,x,Eastridge Dairy,15625 Ave 144 Tipton CA 93272,Turning Leaf Organics Phone Number,Turning Leaf Organics Phone,Turning Leaf Organics Compost Yard,,,,,,2024-11-14,2024-11-22,,,3300.0,,,,,,,,,,,,,,False,CAG018001
2024AR_Elbow Creek Dairy_34537 Rd 124_Tulare,,2024AR_Elbow Creek Dairy_34537 Rd 124_Tulare,tulare_east,1,,28,29,manure,x,Elbow Creek Dairy,34537 Road 124 Visalia 93291,Netto Ag Inc./Frank Netto,10044 Flint Ave Hanford CA 93230,Elbow Creek Dair',Elbow Creek Dair',Ave 384 & Rd 88 Hanford CA,,,Farmer,,2024-01-19,,,1620.0,,,,,,,,,,,,,,False,R5-2007-0035_general_order
2024AR_Elbow Creek Dairy_34537 Rd 124_Tulare,,2024AR_Elbow Creek Dairy_34537 Rd 124_Tulare,tulare_east,2,,30,31,manure,x,Elbow Creek Dairy,34537 Road 124 Visalia CA 93291,Netto Ag Inc./Frank Netto,10044 Flint Ave Hanford CA 93230,Bb&B Farms 34098 Rd. 140 Visalia 93292,34098 Rd. 140 Visalia 93292,34098 Rd. 140 Visalia 93292,,,Farmer,,2024-11-02,,,320.0,89.8,,,,,,,,,,,,,False,R5-2007-0035_general_order
2024AR_Elbow Creek Dairy_34537 Rd 124_Tulare,,2024AR_Elbow Creek Dairy_34537 Rd 124_Tulare,tulare_east,3,,32,33,manure,x,Elbow Creek Dairy,34537 Road 124 Visalia CA 93291,Netto Ag Inc./Frank Netto,10044 Flint Ave Hanford CA 93230,Bb&B Farms 34098 Rd. 140 Visalia 93292,34098 Rd. 140 Visalia 93292,34098 Rd. 140 Visalia 93292,,,Farmer,,2024-11-04,,,400.0,89.8,,,,,,,,,,,,,False,R5-2007-0035_general_order
2024AR_Elbow Creek Dairy_34537 Rd 124_Tulare,,2024AR_Elbow Creek Dairy_34537 Rd 124_Tulare,tulare_east,4,,34,35,manure,x,Elbow Creek Dairy,34537 Road 124 Visalia CA 93291,Netto Ag Inc./Frank Netto,10044 Flint Ave Hanford CA 93230,Bb&B Farms 34098 Rd. 140 Visalia 93292,34098 Rd. 140 Visalia 93292,34098 Rd. 140 Visalia 93292,,,Farmer,,2024-11-06,,,2360.0,89.8,,,,,,,,,,,,,False,R5-2007-0035_general_order
2024AR_Elbow Creek Dairy_34537 Rd 124_Tulare,,2024AR_Elbow Creek Dairy_34537 Rd 124_Tulare,tulare_east,5,,36,36,manure,x,Elbow Creek Dairy,34537 Road 124 Visalia CA Tulare,Cain Twicking INC.,23004 Road 140 Tulare 93274,Cain Trucking INC. 23004 Road 140 Tulare 93274,,7559 Ave. 152 Tipton 93272,,,Composting Facility,2024-05-08,2024-05-13,,,5835.5,89.8,,,,,,,,,,,,,False,R5-2007-0035_one_page_1
2024AR_Elkhorn Dairy_10400 Ave 368_Tulare,,2024AR_Elkhorn Dairy_10400 Ave 368_Tulare,tulare_east,1,,165,165,manure,x,Elkhorn Dairy,10400 Ave 368 Visalia 93292,,,Cottonwood Farms 13076 Ave 368 Visalia 93292,,,,,,2024-01-01,2024-12-31,,,7500.0,,,,,,,,,,,,,,False,R5-2007-0035_one_page_1
2024AR_Fern Oak Farms Dairy_17001 Ave 160_Tulare,,2024AR_Fern Oak Farms Dairy_17001 Ave 160_Tulare,tulare_east,1,,110,110,manure,x,Fern Oaks Farms,17001 Ave. 160 Porterville 93257,,,Fernandes Porterville 559-308-1409,,,,"300-310-012,300-310-013",Farmer,,2024-07-01,,,5800.0,,,,,,,,,,,,,,False,R5-2007-0035_one_page_1
2024AR_Five Star Dairy_14552 Ave 152_Tulare,,2024AR_Five Star Dairy_14552 Ave 152_Tulare,tulare_east,1,,101,101,manure,x,Five Star,14552 Ave. 152 Tipton 93272,,,Faria Farms 13927 Rd. 136 Tipton 93272,,,,300-040-018,Farmer,,2024-02-18,,,5000.0,,,,,,,,,,,,,,False,R5-2007-0035_one_page_1
2024AR_Gerben Leyendekker Dairy #1_8517 Ave 360_Tulare,,2024AR_Gerben Leyendekker Dairy #1_8517 Ave 360_Tulare,tulare_east,1,,38,39,manure,x,Gerben Leyendekker,8676 Avenue 360 Visalia CA 93291,Valley Manure Spreading INC.,1728 North Irma St. Visalia CA 93292,(559) 805-0010,,,,042-050-009,Farmer,2024-10-16,2024-10-17,,,1420.0,68.3,,,,,,,,,,,,,False,R5-2013-0122_general_order
2024AR_Gerben Leyendekker Dairy #1_8517 Ave 360_Tulare,,2024AR_Gerben Leyendekker Dairy #1_8517 Ave 360_Tulare,tulare_east,2,,40,41,manure,x,Gerben Levendekker Pain,8517 Ave 360 Visalia CA 93291,Valley Manure Spreading,1728 N. Imast Visalia 93292,35185 Rd 52 Kingsburg CA 93431,35185 Rd 52 Kingsburg CA 93431,35185 Rd 52 Kingsburg CA 93631,,,Farmer,2024-04-30,2024-06-18,,,14860.0,68.3,,,,Average Truck Weight,,,,,,,,,False,R5-2013-0122_general_order
2024AR_GTA Dairy_16197 Ave 172_Tulare,,2024AR_GTA Dairy_16197 Ave 172_Tulare,tulare_east,1,,31,31,manure,x,GTA Dairy,,Cain Truckinginc.,23004 Road 140 Tulare 93274,Cain Trucking INC. 23004 Road 140 Tulare 93274,,7559 Ave. 152 Tipton 93272,,,Composting Facility,2024-06-10,2024-07-10,,,6093.0,,,,,,,,,,,,,,False,R5-2007-0035_one_page_1
2024AR_Hettinga Farms Dairy_13400 Ave 120_Tulare,,2024AR_Hettinga Farms Dairy_13400 Ave 120_Tulare,tulare_east,1,,163,163,manure,x,Hettinga Farms-Ave 128 Dairy,,Cain Trucking INC.,23004 Road 140 Tulare 93274,Cain Tricking INC. 23004 Road 140 Tulare 93274,,7559 Ave. 152 Tipton 93272,,,Composting Facility,2024-08-15,2024-11-20,,,18843.5,,,,,,,,,,,,,,False,R5-2007-0035_one_page_1
2024AR_Jacobus DeGroot Dairy #1_31847 Rd 92_Tulare,,2024AR_Jacobus DeGroot Dairy #1_31847 Rd 92_Tulare,tulare_east,1a,,27,28,manure,x,Jacobus De Groot Dairy #1,31847 Rd. 92 Visalia CA 93291 Zip Code,Gutierrez Spreading LLC,3612 Ave 236 Tulare 93274,Spread On Fields On Ave 328 And Rd 92 Visalia CA,Spread On Fields On Ave 328 And Rd 92 Visalia CA,,,,Dairy,2024-05-22,2024-11-03,,,3800.0,72.8,,,,10-Wheels Weight 10 Tons Semis-Weight 20 Tons Per Truck,,,20.0,,,,,,False,R5-2007-0035_general_order
