Source PDF,Street no,Rest of PDF,County,Manifest Number,Start Page,End Page,Manifest Type,DONE,Origin Dairy Name,Origin Dairy Address,Hauler Name,Hauler Address,Destination Name,Destination Contact Address,Destination Address,Destination Nearest Cross Street,Destination Assessor Parcel Number,Destination Type (Standardized),Total Process Wastewater Exports (Gallons),Total Manure Amount (tons),Manure Solids (%),Manure Moisture (%),Method Used to Determine Volume of Manure,Method Used to Determine Volume of Wastewater,First Haul Date,Last Haul Date,Manure Number of Hauls,Manure Mass per Haul (tons),Wastewater Volume per Haul (Gallons),Wastewater Number of Hauls,Wastewater Hours Pumped (Hours),Wastewater Pumping Rate (GPM),Is Pipeline,Parameter Template
15355 S Van Allen Rd Escalon 2024 Dairy AR,15355, S Van Allen Rd Escalon 2024 Dairy AR,rancho_cordova,1,64,65,manure,,Vanderscaff 2,,Bruce Mellor INC.,18119 E. Avena Rd. Escalon CA 95320,Alajandro 310-952-5020,Alajandro 310-952-5020,12686 Locke Rd. Lockford CA 95237,,,Other Kelloggs,,Solids 1320 Content,,,,,1/1/24,12/31/24,,,,,,,FALSE,R5-2007-0035_general_order
15373 S Flanagan Rd Dos Palos 2024 Poultry AR,15373, S Flanagan Rd Dos Palos 2024 Poultry AR,rancho_cordova,1,77,78,manure,x,Antonio Brasil Dairy,15373 S Flanagan Rd Dos Palos Merced 93620,Azevedo Trucking,18108 Lexington Ave Dos Palos Ca 93620,Azevedo Trucking (209) 392-6545,18108 Lexington Ave Dos Palos CA 93620,Dos Palos 93620,Lexington Ave Merced,,Broker,,7135,34.6,,Tons Per Load X Loads,,,7/9/24,,,,,,,FALSE,R5-2007-0035_software
15373 S Flanagan Rd Dos Palos 2024 Poultry AR,15373, S Flanagan Rd Dos Palos 2024 Poultry AR,rancho_cordova,2,79,80,manure,x,Antonio Brasil Dairy,15373 S Flanagan Rd Dos Palos Merced 93620,Azevedo Trucking,18108 Lexington Ave Dos Palos Ca 93620,Azevedo Trucking (209) 392-6545,18108 Lexington Ave Dos Palos CA 93620,Dos Palos 93620,Lexington Ave Merced,,Broker,,4565,34.6,,Tons Per Load X Loads,,,11/7/24,,,,,,,FALSE,R5-2007-0035_software
15775 S Indiana Ave Dos Palos 2024 Dairy AR,15775, S Indiana Ave Dos Palos 2024 Dairy AR,rancho_cordova,1,72,73,manure,x,O'Banion Ranches,15775 S Indiana Rd Dos Palos Merced 93620,Azevedo Brothers Trucking,6445 W Hwy 152 Dos Palos Ca 93620,Curran Ranch (209) 587-1446,15735 Indiana Rd Dos Palos CA 93620,15735 Indiana Rd Dos Palos 93620,Merced,,Farmer,,100,69.2,,Average Load Weight Multiplied By Total Loads,,,10/15/24,,,,,,,FALSE,R5-2007-0035_software
15775 S Indiana Ave Dos Palos 2024 Dairy AR,15775, S Indiana Ave Dos Palos 2024 Dairy AR,rancho_cordova,2,74,75,manure,x,O'Banion Ranches,15775 S Indiana Rd Dos Palos Merced 93620,Azevedo Brothers Trucking,6445 W Hwy 152 Dos Palos Ca 93620,Curran Ranch (209) 587-1446,15735 Indiana Rd Dos Palos CA 93620,15735 Indiana Rd Dos Palos 93620,Merced,,Farmer,,100,77,,Average Load Weight Multiplied By Total Tons,,,10/15/24,,,,,,,FALSE,R5-2007-0035_software
15836 Steingul Rd Escalon 2024 Dairy AR,15836, Steingul Rd Escalon 2024 Dairy AR,rancho_cordova,1,80,81,manure,,Manuel Da Silva Dairy,15836 Steinegul Road Escalon 95320,Manuel Da Silva Dairy,15834 Steinegul Rd Escalon 95320,Jerry Dasilva 18173 Steinegul Rd Escala 95320 209652 8012,Jerry Dasilva 18173 Steinegul Rd Escala 95320 209652 8012,26000 Edwards Rd-Escala 953200207020100,,,,,350,,,Hanter's Calculations,,,9/15/24,,,,,,,FALSE,R5-2007-0035_general_order
16348 S Van Allen Rd 2024 Dairy AR,16348, S Van Allen Rd 2024 Dairy AR,rancho_cordova,1,20,20,manure,,R. Doornenbal Dairy #2,16348 S. Van Allen Road Escalon CA 95320,R. Doornenbal Dair,19116 Lone Tree Road Escalon CA 95320,R. Doornenbal Dairy #1 19116 Lone Tree Road Escalon CA 95320 209-838-7108,R. Doornenbal Dairy #1 19116 Lone Tree Road Escalon CA 95320 209-838-7108,19116 Lone Tree Road Escalon CA,,205-060-007,,,1850 Conspr Cubic Yards (Indicate Which Units Used),97.5,,,,,,,,,,,,FALSE,R5-2007-0035_general_order
16489 August Ave Delhi 2024 Dairy AR,16489, August Ave Delhi 2024 Dairy AR,rancho_cordova,1,45,46,manure,x,M & M Cardoso & Sons Dairy Ltd,16489 August Ave Delhi Merced 95315,Cardoso Farm Services Inc.,P.O. Box 60 Hilmar Ca 95324,Joey Machado (209) 606-8475,111 Youngstown Rd Turlock CA 95380,Turlock 95380,Youngstown Rd Merced,,Farmer,,1300,69.2,,Tons Per Load,,,4/23/24,,,,,,,FALSE,R5-2007-0035_software
17265 Swanson Rd Delhi 2024 Dairy AR,17265, Swanson Rd Delhi 2024 Dairy AR,rancho_cordova,1,36,37,manure,,Joe Gomes Dairy #1,17625 Swanson Road Delhi CA 95315,Hinds Manure Spreading,19075 3Rd Ave Stevinson CA 95374,Hinds Compost 19075 3Rd Ave Stevinson 95374 (209) 634-8934,Hinds Compost 19075 3Rd Ave Stevinson 95374 (209) 634-8934,19075 3Rd Ave Stevinson 95374,,,Composting Facility,,1000,70.7,,Number Of Truckloads X Average Truck Weight,,,10/6/24,,,,,,,FALSE,R5-2007-0035_general_order
17399 E Avena Rd Escalon 2024 Dairy AR,17399, E Avena Rd Escalon 2024 Dairy AR,rancho_cordova,1,105,106,manure,,Ed Nunes Dach,17399 E. Avena Rd Escala 95320,Faria Agserviceinc.,2402 Viñe Ave Escalon CA 95320,Frank Bellino Riverrd Escalon 95320 (209) 647-3216,Frank Bellino Riverrd Escalon 95320 (209) 647-3216,,,,,,720,,,,,,,,,,,,,FALSE,R5-2007-0035_general_order
17463 E Gawne Rd Stockton 2024 Dairy AR,17463, E Gawne Rd Stockton 2024 Dairy AR,rancho_cordova,1,74,75,manure,,Manuel & Jeannette Borges Dairy #2,17463 Gawne Rd. Stockton 95215,Sousa's Custom Harvesting,20178 Rd. Stockton 95215,Same,Same,Oakwood Rd. Stockton 95215 185-080-51 185-080-10 &,,185-080-14,,,630,8.8,,Hauler's Estimation,,5/23/24,6/14/24,,,,,,,FALSE,R5-2007-0035_general_order
17463 E Gawne Rd Stockton 2024 Dairy AR,17463, E Gawne Rd Stockton 2024 Dairy AR,rancho_cordova,2,76,77,manure,,Manuel & Jeannette Borges Dairy #2,17463 Gawne Rd. Stockton 95215,Sousa's Custom Harvesting,20178 Gawne Rd. Stockton 95215,Same,Same,Mariposa Rd. Stockton,,181-090-29,,,199.5,8.8,,Hauler's Estimation,,,5/29/24,,,,,,,FALSE,R5-2007-0035_general_order
17463 E Gawne Rd Stockton 2024 Dairy AR,17463, E Gawne Rd Stockton 2024 Dairy AR,rancho_cordova,3,78,79,manure,,Manuel & Jeannette Borges Dairy #2,17463 Gawne Rd. Stockton 95215,Sousa's Custom Harvesting,20178 Rd. Stockton 95215,Thomas Pettitt 13019 E. Mariposa Rd. Stockton 95215 209-678-3227,Thomas Pettitt 13019 E. Mariposa Rd. Stockton 95215 209-678-3227,,,185-020-03185-020-04,,,819,9,,Hauler's Estimation,,,10/22/24,,,,,,,FALSE,R5-2007-0035_general_order
17463 E Gawne Rd Stockton 2024 Dairy AR,17463, E Gawne Rd Stockton 2024 Dairy AR,rancho_cordova,4,80,81,manure,,Manuel & Jeannette Borges Dairy #2,17463 Gawne Rd. Stockton 95215,Sousa's Custom Harvesting,20178 Gawne Rd. Stockton 95215,Thomas Pettitt 13019 Mariposa Rd. Stockton 95215 209-678-3227,Thomas Pettitt 13019 Mariposa Rd. Stockton 95215 209-678-3227,Kaiser Rd. Stockton,,201-120-09,,,441,8.8,,Hauler's Estimation,,,5/28/24,,,,,,,FALSE,R5-2007-0035_general_order
17463 E Gawne Rd Stockton 2024 Dairy AR,17463, E Gawne Rd Stockton 2024 Dairy AR,rancho_cordova,5,82,83,manure,,Manuel & Jeannette Borges Dairy #2,17463 Gawne Rd. Stockton 95215,Sousa's Custom Harvesting,20178 Gawne Rd. Stockton 95215,Ryan Rissetto 20700 Gawne Rd. Stockton 95215 209-992-8216,Ryan Rissetto 20700 Gawne Rd. Stockton 95215 209-992-8216,Gawne Rd. Stockton,,185-100-13,,,535.5,9,,Hauler's Estimation,,,10/2/24,,,,,,,FALSE,R5-2007-0035_general_order
18037 S Center Ave Los Banos 2024 Dairy AR,18037, S Center Ave Los Banos 2024 Dairy AR,rancho_cordova,1,80,81,manure,,,,Truckaz,,Francia 6465 W Dorfals 93620 205-981-4290,Francia 6465 W Dorfals 93620 205-981-4290,,,,,,900,( Amount Reported In Tone) 900 Tons,,Scale,,2/1/24,2/24/24,,,,,,,FALSE,R5-2007-0035_general_order
18037 S Center Ave Los Banos 2024 Dairy AR,18037, S Center Ave Los Banos 2024 Dairy AR,rancho_cordova,2,82,83,manure,,,,? Azevedo Trucking,6465 W 152 Dos Pols 93620,Azevedo Goy65W 152 9760 204-3824290,Azevedo Goy65W 152 9760 204-3824290,,,,,,1800,(If Amount Reported In Tona) 1800,,Scale,Of Process Wastowater.,2/8/24,2/24/24,,,,,,,FALSE,R5-2007-0035_general_order
18037 S Center Ave Los Banos 2024 Dairy AR,18037, S Center Ave Los Banos 2024 Dairy AR,rancho_cordova,3,84,85,wastewater,x,Rodoni Dairy Farms Lp,18037 S Center Ave Los Banos Merced 93635,F&A Lagoon Managment,2930 Geer Rd Turlock Ca 95382,David Santos (209) 826-1065,19556 W. Charleston Los Banos CA 95635,19556 W. Charleston Los Banos 93635,Merced,,Farmer,4398500,,,,,Flowmeter,,10/10/24,,,,,,,FALSE,R5-2007-0035_software
"18254 N. First Ave, Stevinson 2024 Dairy AR",18254," N. First Ave, Stevinson 2024 Dairy AR",rancho_cordova,1,48,49,manure,,Borba Cattle Company LLC.,18254 N. First Street Stevinson CA 95374,John Or Randy Baptista,4505 N. Mccullagh Road Stevinson CA 95374,Randy Baptista 4505 N. Mccullagh Road Stevinson 95374 (209) 402-2705,Randy Baptista 4505 N. Mccullagh Road Stevinson 95374 (209) 402-2705,4505 N. Mccullagh Road Stevinson 95374 Merced County,,,Farmer,,960,87.9,,Number Of Truckloads X Average Truck Weight,,,5/8/24,,,,,,,FALSE,R5-2007-0035_general_order
"18254 N. First Ave, Stevinson 2024 Dairy AR",18254," N. First Ave, Stevinson 2024 Dairy AR",rancho_cordova,2,50,51,manure,,Borba Cattle Company LLC.,18254 N. First Street Stevinson CA 95374,John Or Randy Baptista,4505 N. Mccullagh Road Stevinson CA 95374,Randy Baptista 4505 N. Mccullagh Road Stevinson 95374 (209) 402-2705,Randy Baptista 4505 N. Mccullagh Road Stevinson 95374 (209) 402-2705,4505 N. Mccullagh Road Stevinson 95374 Merced County,,,Farmer,,600,87.9,,Number Of Truckloads X Average Truck Weight,,,10/28/24,,,,,,,FALSE,R5-2007-0035_general_order
"18451 W Bradbury Rd, Turlock 2024 Dairy AR",18451," W Bradbury Rd, Turlock 2024 Dairy AR",rancho_cordova,1,46,47,manure,,Joe O. Rocha Dairy INC.,18451 W. Bradbury Road Turlock CA 95380,Joe O. Rocha Dairy INC.,18451 W. Bradbury Road Turlock CA 95380,Ramos 19261 W. Bradbury Road Turlock 95380 (209) 667-5718,Ramos 19261 W. Bradbury Road Turlock 95380 (209) 667-5718,Merced County Apn#,,0041-0050-0034-00000041-0050-0035-0000,Farmer,,1100,78.4,,Number Of Truckloads X Average Truck Weight,,,5/15/24,,,,,,,FALSE,R5-2007-0035_general_order
"18451 W Bradbury Rd, Turlock 2024 Dairy AR",18451," W Bradbury Rd, Turlock 2024 Dairy AR",rancho_cordova,2,48,49,manure,,Joe O. Rocha Dairy INC.,18451 W. Bradbury Road Turlock CA 95380,Joe O. Rocha Dairy INC.,18451 W. Bradbury Road Turlock CA 95380,Jr Farms 18451 W. Bradbury Road Turlock 95380 (209) 652-4419,Jr Farms 18451 W. Bradbury Road Turlock 95380 (209) 652-4419,Merced County Apn# -,,0041-0030-0011,Farmer,,1900,78.4,,Number Of Truckloads X Average Truck Weight,,,5/17/24,,,,,,,FALSE,R5-2007-0035_general_order
18948 N Thornton Rd Lodi 2024 Dairy AR,18948, N Thornton Rd Lodi 2024 Dairy AR,rancho_cordova,1,34,35,manure,,Van Exel Dairy #2,18948 N. Thornton Road Lodi CA 95242,Van Exel Dairy,20002 N. Thornton Road Lodi CA 95242,Van Exel Dairy 20002 N. Thornton Road Lodi CA 95242 209-334-3292,Van Exel Dairy 20002 N. Thornton Road Lodi CA 95242 209-334-3292,20002 N. Thornton Road Lodi CA,,011-140-23,,,Manure Solids 4980 Content,,,498 Loads At 10 Ton Per Load,Of,4/24/24,5/1/24,498,10,,,,,FALSE,R5-2013-0122_general_order
18948 N Thornton Rd Lodi 2024 Dairy AR,18948, N Thornton Rd Lodi 2024 Dairy AR,rancho_cordova,2,36,37,wastewater,,Van Exel Dairy #2,18948 N. Thornton Road Lodi CA 95242,Van Exel Dairy (Via Concrete Ditch),20002 N. Thornton Road Lodi CA 95242,Van Exel Dairy 20002 N. Thornton Road Lodi CA 95242 209-334-3292,Van Exel Dairy 20002 N. Thornton Road Lodi CA 95242 209-334-3292,20002 N. Thornton Road Lodi CA,,011-140-23,,720000,,,,,Of Pump Gpm-15 Hours At 800 Gallons Per Minute,,1/20/24,,,,,15,,FALSE,R5-2013-0122_general_order
18948 N Thornton Rd Lodi 2024 Dairy AR,18948, N Thornton Rd Lodi 2024 Dairy AR,rancho_cordova,3,38,39,wastewater,,Van Exel Dairy #2,18948 N. Thornton Road Lodi CA 95242,Van Exel Dairy (Via Concrete Ditch),20002 N. Thornton Road Lodi CA 95242,Van Exel Dairy 20002 N. Thornton Road Lodi CA 95242 209-334-3292,Van Exel Dairy 20002 N. Thornton Road Lodi CA 95242 209-334-3292,20002 N. Thornton Road Lodi CA,,011-140-23,,696000,,,,,Of Pump Gpm-14.5 Hours At 800 Gallons Per Minute,,3/18/24,,,,,14.5,,FALSE,R5-2013-0122_general_order
18948 N Thornton Rd Lodi 2024 Dairy AR,18948, N Thornton Rd Lodi 2024 Dairy AR,rancho_cordova,4,40,41,wastewater,,Van Exel Dairy #2,18948 N. Thornton Road Lodi CA 95242,Van Exel Dairy (Via Concrete Ditch),20002 N. Thornton Road Lodi CA 95242,Van Exel Dairy 20002 N. Thornton Road Lodi CA 95242 209-334-3292,Van Exel Dairy 20002 N. Thornton Road Lodi CA 95242 209-334-3292,20002 N. Thornton Road Lodi CA,,011-140-23,,864000,,,,,Of Pump Gpm-18 Hours At 800 Gallons Per Minute,,9/15/24,,,,,18,,FALSE,R5-2013-0122_general_order
18948 N Thornton Rd Lodi 2024 Dairy AR,18948, N Thornton Rd Lodi 2024 Dairy AR,rancho_cordova,5,42,43,wastewater,,Van Exel Dairy #2,18948 N. Thornton Road Lodi CA 95242,Van Exel Dairy (Via Concrete Ditch),20002 N. Thornton Road Lodi CA 95242,Van Exel Dairy 20002 N. Thornton Road Lodi CA 95242 209-334-3292,Van Exel Dairy 20002 N. Thornton Road Lodi CA 95242 209-334-3292,20002 N. Thornton Road Lodi CA,,011-140-23,,768000,,,,,Of Pump Gpm-16 Hours At 800 Gallons Per Minute,,11/14/24,,,,,16,,FALSE,R5-2013-0122_general_order
"19104 Crane Ave, Hilmar 2024 Dairy AR",19104," Crane Ave, Hilmar 2024 Dairy AR",rancho_cordova,1,74,75,manure,,Joe Oliveira Dairy,19104 Crane Avenue Hilmar CA 95324,Dores Ag Services INC.,22846 Second Avenue Stevinson CA 95374,Nelson Dairy 19481 Geer Avenue Hilmar 95324 (209) 765-6237,Nelson Dairy 19481 Geer Avenue Hilmar 95324 (209) 765-6237,19481 Geer Avenue Hilmar 95324 Merced County,,,Farmer,,1000,89.5,,Number Of Truckloads X Average Truck Weight,,,5/11/24,,,,,,,FALSE,R5-2007-0035_general_order
19116 Lone Tree Rd Escalon 2024 Dairy AR,19116, Lone Tree Rd Escalon 2024 Dairy AR,rancho_cordova,1,64,65,manure,,R. Doornenbal Dairy #1,19116 Lone Tree Road Escalon CA 95320,R. Doornenbal Dairy #1,;19116 Lone Tree Road Escalon CA 95320,I Brian Franzia 19950 Zumwalt Road Escalon CA 95320 209-608-2407,I Brian Franzia 19950 Zumwalt Road Escalon CA 95320 209-608-2407,19950 Zumwalt Road Escalon CA,,205-100-008,,,192 Gans Or Cubic Yards (Indicate Which Units Used),31.5,,Hauler's Calculations,Of,,10/30/24,,,,,,,FALSE,R5-2013-0122_general_order
19116 Lone Tree Rd Escalon 2024 Dairy AR,19116, Lone Tree Rd Escalon 2024 Dairy AR,rancho_cordova,2,66,67,manure,,R. Doornenbal Dairy #1,19116 Lone Tree Road Escalon CA 95320,R. Doornenbal Dairy #1,;19116 Lone Tree Road Escalon CA 95320,I Franzia/Alfieri Ranch 20204 Zumwalt Road Escalon CA 95320 209-000-0000,I Franzia/Alfieri Ranch 20204 Zumwalt Road Escalon CA 95320 209-000-0000,20204 Zumwalt Road Escalon CA,,205-100-14,,,261 Congdor Cubic Yards (Indicate Which Units Used),31.5,,Hauler's Calculations,Of,,10/31/24,,,,,,,FALSE,R5-2013-0122_general_order
19116 Lone Tree Rd Escalon 2024 Dairy AR,19116, Lone Tree Rd Escalon 2024 Dairy AR,rancho_cordova,3,68,69,manure,,R. Doornenbal Dairy #1,19116 Lone Tree Road Escalon CA 95320,R. Doornenbal Dairy #1,;19116 Lone Tree Road Escalon CA 95320,Franzia/Harp Ranch 20100 Zumwalt Road Escalon CA 95320 209-000-0000,Franzia/Harp Ranch 20100 Zumwalt Road Escalon CA 95320 209-000-0000,20100 Zumwalt Road Escalon CA,,205-090-52,,,294 Gans Or Cubic Yards (Indicate Which Units Used),31.5,,Hauler's Calculations,Of,,10/31/24,,,,,,,FALSE,R5-2013-0122_general_order
19116 Lone Tree Rd Escalon 2024 Dairy AR,19116, Lone Tree Rd Escalon 2024 Dairy AR,rancho_cordova,4,70,71,manure,,R. Doornenbal Dairy #1,19116 Lone Tree Road Escalon CA 95320,R. Doornenbal Dairy #1,;19116 Lone Tree Road Escalon CA 95320,H & H Doornenbal INC. Po Box 235 Escalon CA 95320 209-838-1122,H & H Doornenbal INC. Po Box 235 Escalon CA 95320 209-838-1122,2/7282 Lone Tree Road Escalon CA,,229-090-02,,,1142 Crongbr Cubic Yards (Indicate Which Units Used),31.5,,Hauler's Calculations,Of,,10/25/24,,,,,,,FALSE,R5-2013-0122_general_order
19116 Lone Tree Rd Escalon 2024 Dairy AR,19116, Lone Tree Rd Escalon 2024 Dairy AR,rancho_cordova,5,72,73,manure,,R. Doornenbal Dairy #1,19116 Lone Tree Road Escalon CA 95320,R. Doornenbal Dairy #1,;19116 Lone Tree Road Escalon CA 95320,North Star Farms 27515 Lone Tree Road Escalon CA 95320 209-000-0000,North Star Farms 27515 Lone Tree Road Escalon CA 95320 209-000-0000,27515 Lone Tree Road Escalon CA,,207-300-05,,,462 Gong Cubic Yards (Indicate Which Units Used),31.5,,Hauler's Calculations,Of,,11/1/24,,,,,,,FALSE,R5-2013-0122_general_order
19116 Lone Tree Rd Escalon 2024 Dairy AR,19116, Lone Tree Rd Escalon 2024 Dairy AR,rancho_cordova,6,74,75,manure,,R. Doornenbal Dairy #1,19116 Lone Tree Road Escalon CA 95320,R. Doornenbal Dairy #1,;19116 Lone Tree Road Escalon CA 95320,I Rd Cattle Po Box 37 Escalon CA 95320 209-613-2465,I Rd Cattle Po Box 37 Escalon CA 95320 209-613-2465,Road Escalon CA,,225-040-29,,,293 Gans Or Cubic Yards (Indicate Which Units Used),31.5,,Hauler Calculations,Of,,10/15/24,,,,,,,FALSE,R5-2013-0122_general_order
19116 Lone Tree Rd Escalon 2024 Dairy AR,19116, Lone Tree Rd Escalon 2024 Dairy AR,rancho_cordova,7,76,77,manure,,R. Doornenbal Dairy #1,19116 Lone Tree Road Escalon CA 95320,R. Doornenbal Dairy #1,;19116 Lone Tree Road Escalon CA 95320,{ Rdr Ranches Po Box 37 Escalon CA 95320 209-613-2465,{ Rdr Ranches Po Box 37 Escalon CA 95320 209-613-2465,14127 Carrolton Road Escalon CA,,205-050-27,,,275 Gans Or Cubic Yards (Indicate Which Units Used),31.5,,Hauler's Calculations,Of,,11/2/24,,,,,,,FALSE,R5-2013-0122_general_order
19116 Lone Tree Rd Escalon 2024 Dairy AR,19116, Lone Tree Rd Escalon 2024 Dairy AR,rancho_cordova,8,78,79,manure,,R. Doornenbal Dairy #1,19116 Lone Tree Road Escalon CA 95320,R. Doornenbal Dairy #1,;19116 Lone Tree Road Escalon CA 95320,{ Rdr Ranches Po Box 37 Escalon CA 95320 209-613-2465,{ Rdr Ranches Po Box 37 Escalon CA 95320 209-613-2465,15201 Carrolton Road Escalon CA,,205-060-008,,,39 Gans Or Cubic Yards (Indicate Which Units Used),31.5,,Hauler's Calculations,Of,,11/2/24,,,,,,,FALSE,R5-2013-0122_general_order
19116 Lone Tree Rd Escalon 2024 Dairy AR,19116, Lone Tree Rd Escalon 2024 Dairy AR,rancho_cordova,9,80,81,manure,,R. Doornenbal Dairy #1,19116 Lone Tree Road Escalon CA 95320,R. Doornenbal Dairy #1,;19116 Lone Tree Road Escalon CA 95320,John Veenstra 15861 Sexton Road Escalon CA 95320 209-838-1835,John Veenstra 15861 Sexton Road Escalon CA 95320 209-838-1835,15861 Sexton Road Escalon CA,,205-240-006,,,203 Gans Or Cubic Yards (Indicate Which Units Used),31.5,,Hauler's Calculations,Of,,11/3/24,,,,,,,FALSE,R5-2013-0122_general_order
19325 E Lone Tree Rd Escalon 2024 Dairy AR,19325, E Lone Tree Rd Escalon 2024 Dairy AR,rancho_cordova,1,19,20,manure,,Doornenbal Dairy #3,19325 Lone Tree Road Escalon CA 95320,Doornenbal Dairy,19116 Lone Tree Road Escalon CA 95320,Doornenbal Dairy #1 19116 Lone Tree Road Escalon CA 95320 209-838-7108,Doornenbal Dairy #1 19116 Lone Tree Road Escalon CA 95320 209-838-7108,19116 Lone Tree Road Escalon CA,,205-060-07,,,2750,52.9,,275 Loads At 10 Ton Per Load,Of,,10/27/24,275,10,,,,,FALSE,R5-2013-0122_general_order
19325 E Lone Tree Rd Escalon 2024 Dairy AR,19325, E Lone Tree Rd Escalon 2024 Dairy AR,rancho_cordova,2,21,22,wastewater,,Doornenbal Dairy #3,19325 Lone Tree Road Escalon CA 95320,Doornenbal Dairy,19116 Lone Tree Road Escalon CA 95320,Doornenbal Dairy #1 19116 Lone Tree Road Escalon CA 95320 209-838-7108,Doornenbal Dairy #1 19116 Lone Tree Road Escalon CA 95320 209-838-7108,19116 Lone Tree Road Escalon CA,,205-060-07,,840000,,,,,Of 100 Loads With Slurry Tankers-8400 Gallons/Load,,4/1/24,,,8400,100,,,FALSE,R5-2013-0122_general_order
19325 E Lone Tree Rd Escalon 2024 Dairy AR,19325, E Lone Tree Rd Escalon 2024 Dairy AR,rancho_cordova,3,23,24,wastewater,,Doornenbal Dairy #3,19325 Lone Tree Road Escalon CA 95320,Doornenbal Dairy,19116 Lone Tree Road Escalon CA 95320,Doornenbal Dairy #1 19116 Lone Tree Road Escalon CA 95320 209-838-7108,Doornenbal Dairy #1 19116 Lone Tree Road Escalon CA 95320 209-838-7108,19116 Lone Tree Road Escalon CA,,205-060-07,,2100000,,,,,Of,,5/18/24,,,,,,,FALSE,R5-2013-0122_general_order
20000 Cedar Ave Tracy 2024 Dairy AR,20000, Cedar Ave Tracy 2024 Dairy AR,rancho_cordova,1,97,98,manure,,Kisst Dairy,20000 Cedar Ave. Tracy 95304,Witt Ranch Transport,P.O. Box 428 Lodi 95241,Marchini Ag 9000 W. Howard Rd. Stockton 95206 204-943-6250,Marchini Ag 9000 W. Howard Rd. Stockton 95206 204-943-6250,9000 W. Howard Rd. Stockton 95206,,,,,Solids 1200 Content,,,Hauler Calculation,,,9/30/24,,,,,,,FALSE,R5-2007-0035_general_order
20000 Cedar Ave Tracy 2024 Dairy AR,20000, Cedar Ave Tracy 2024 Dairy AR,rancho_cordova,2,100,101,manure,,Kisst Daury,20000,Witt Ranch Transport,,Cerri Farms 2796 Undinero. Stockton 95206 209-482-0700,Cerri Farms 2796 Undinero. Stockton 95206 209-482-0700,2796 Undine Rd. Stockton 95206,,,,,Solids 1/20 Content,,,Hauler Calculation,,,10/31/24,,,,,,,FALSE,R5-2007-0035_general_order
20000 Cedar Ave Tracy 2024 Dairy AR,20000, Cedar Ave Tracy 2024 Dairy AR,rancho_cordova,3,103,104,both,,John Kisst Dairy,20000 Cedar Ave Tracy CA 95304,Cambra Farms Bill Cambra,B. O. Box 4034 Manteca 95337,Abbate Farms,,15803 S. Wing Lever Rd. Tracy 95330,,,,Hauled In,Hauled In,,,Calculate The Amount,Of Process Wastewater,,,,,,,,,FALSE,ucanr
"20316 Crane Ave, Hilmar 2024 Dairy AR",20316," Crane Ave, Hilmar 2024 Dairy AR",rancho_cordova,1,89,90,manure,,Gm Silva Dairy,20316 Crane Ave Hilmar 95324,Triple M Ranch,5493 Mahoney Rd Mlmak,Triple M Ranch 5493 Mahoney Rd. Hilmar 95324 209-678-3425,Triple M Ranch 5493 Mahoney Rd. Hilmar 95324 209-678-3425,Same As Above,,,,,Solids 720 Content,,,@ 12 Tons Per Load,,,2/18/24,,,,,,,FALSE,R5-2007-0035_general_order
"20316 Crane Ave, Hilmar 2024 Dairy AR",20316," Crane Ave, Hilmar 2024 Dairy AR",rancho_cordova,2,91,92,manure,,Gm Silva Dairy,20316 Crane Ave Hilmar 95324,Triple M Kanch,5493 Mahoney Rd Hmak,Triple M Ranch 5493 Mahoney Rd. Hilmar 95324 209-678-3425,Triple M Ranch 5493 Mahoney Rd. Hilmar 95324 209-678-3425,Same As Above,,,,,Solids 240 Content,,,@12 Tons Per Load,,,4/18/24,,,,,,,FALSE,R5-2007-0035_general_order
"20316 Crane Ave, Hilmar 2024 Dairy AR",20316," Crane Ave, Hilmar 2024 Dairy AR",rancho_cordova,3,93,94,manure,,Gm Silva Dairy,20316 Crane Rd Hilmar 95324,Dores Ag Services,22046 Second Ave Stevinson,Dores Ag Services 22846 Second Ave Stevinson 95374 209-649-4503,Dores Ag Services 22846 Second Ave Stevinson 95374 209-649-4503,Same As Above,,,,,Solids 1200 Content,,,@12 Tons Per Load,,,7/18/24,,,,,,,FALSE,R5-2007-0035_general_order
"20316 Crane Ave, Hilmar 2024 Dairy AR",20316," Crane Ave, Hilmar 2024 Dairy AR",rancho_cordova,4,95,96,manure,,Gm Silva Dairy,20316 Crane Ave Hilmar 95324,Triple M Kouch,5493 Mahoney Rd Halmake,Triple M Ranch 5493 Mahoney Rd. Hilmar 95324 209-678-3425,Triple M Ranch 5493 Mahoney Rd. Hilmar 95324 209-678-3425,Same As Above,,,,,490,@1941.,,@ 12 Tons Per Load,,,,,,,,,,FALSE,R5-2007-0035_general_order
"20316 Crane Ave, Hilmar 2024 Dairy AR",20316," Crane Ave, Hilmar 2024 Dairy AR",rancho_cordova,5,97,98,wastewater,,Gm Silva Dairy,20316 Crane Ave Hilmar 95324,,,Brinderio & Danbom 5831 Tegner Rd. Hilmar 95324 209-652-2896,Brinderio & Danbom 5831 Tegner Rd. Hilmar 95324 209-652-2896,,,0045-0025-0021-0000,,1240000,,,,,Po,,2/27/24,,,,,,,FALSE,R5-2007-0035_general_order
