Origin Dairy Name,Origin Dairy Address,Hauler Name,Hauler Address,Destination Type,Destination Name,Destination Address,Haul Date,Total Process Wastewater Exports (Gallons),Total Manure Amount (tons),Manure Solids (%),Method Used to Determine Volume of Manure,Method Used to Determine Volume of Wastewater,Parameter Template,Destination Assessor Parcel Number,Origin Dairy Address (Geocoded),Destination Address (Geocoded),First Haul Date,Last Haul Date,Manure Mass per Haul (tons),Is Pipeline,Source PDF,County,Consultant,Manifest Number,Start Page,End Page,Manure Number of Hauls,Manure Density,Wastewater Volume per Haul (Gallons),Wastewater Hours Pumped (Hours),Wastewater Pumping Rate (GPM),Wastewater Number of Hauls,Destination Nearest Cross Street,Destination Type (Standardized),Manure Moisture (%),Manifest Type
Van Tol Dairy No. 2,6756 County Road 30 Orland Glenn 95963,K&S Spreading & Hauling,24790 Clark Ave. Orland Ca 95963,Composting Facility,K & S Spreading & Hauling (530) 624-2783,24790 Clark Ave. Orland 95948,11/12/2024,,3970.0,89.3,Amount Reported By K&S.,,R5-2007-0035_software,0001-0001-0001-0000 Tehama,"(39.654465745974, -122.167072110887)","(39.828605819414, -122.112338534609)",,11/12/2024,,False,6756 County Rd 30 Orland 2024 Dairy AR,rancho_cordova,generic_r5,3,38,39,,,,,,,Clark Ave. Tehama,Composting Facility,,manure
Van Tol Dairy No. 2,6756 County Road 30 Orland Glenn 95963,K&S Spreading & Hauling,24790 Clark Ave. Orland Ca 95963,Composting Facility,K & S Spreading & Hauling (530) 624-2783,24790 Clark Ave. Orland 95963,05/03/2024,,1470.0,65.9,Amount Reported By K&S.,,R5-2007-0035_software,0001-0001-0001-0000 Tehama,"(39.654465745974, -122.167072110887)","(39.828605819414, -122.112338534609)",,5/3/2024,,False,6756 County Rd 30 Orland 2024 Dairy AR,rancho_cordova,generic_r5,4,40,41,,,,,,,Clark Ave. Tehama,Composting Facility,,manure
Van Toldairyno.200,6756 County Road 30 Orland Glenn 95963,K&S Spreading & Hauling,24790 Clark Ave. Orland Ca 95963,Composting Facility,K & S Spreading & Hauling (530) 624-2783,24790 Clark Ave. Orland 95963,05/03/2024,,820.0,22.0,Amount Reported By K&S.,,R5-2007-0035_software,0001-0001-0001-0000 Tehama,"(39.654465745974, -122.167072110887)","(39.828605819414, -122.112338534609)",,5/3/2024,,False,6756 County Rd 30 Orland 2024 Dairy AR,rancho_cordova,generic_r5,5,42,43,,,,,,,Clark Ave. Tehama,Composting Facility,,manure
Van Tol Dairy No. 2,95963,K&S Spreading & Hauling,24790 Clark Ave. Orland Ca 95963,I Composting Facility,(530) 624-2783,24790 Clark Ave. Orland 95963,06/13/2024,,1752.0,65.9,Amount Reported By K&S.,,R5-2007-0035_software,0001-0001-0001-0001 Tehama,"(39.7510184, -122.1947178)","(39.828605819414, -122.112338534609)",,6/13/2024,,False,6756 County Rd 30 Orland 2024 Dairy AR,rancho_cordova,generic_r5,6,44,45,,,,,,,Clark Ave. Tehama,Composting Facility,,manure
Larry Inderbitzen Dairy,6930 Paradise Rd. Modesto 95358,Inderbitzen Pipeline,,,Bob Ott 3037 Bancroft Rd. Modesto 95358 209-578-1372,,5/27/24,990352.0,,,, Flowmeter,R5-2007-0035_general_order,017-027-074,"(37.608103588041, -121.120964745582)","(35.311694, -120.857986)",,5/27/2024,,True,6930 Paradise Rd Modesto 2024 Dairy AR,rancho_cordova,generic_r5,1,73,74,,,,,,,,,,wastewater
Larry Inderbitzen Dairy,6930 Paradise Rd. Modesto 95358,Inderbitzen Pipeline,,,Bob Ott 3037 Bancroft Rd. Modesto 95358 209-578-1372,,6/22/24,160759.0,,,, Flowmeter,R5-2007-0035_general_order,017-027-074,"(37.608103588041, -121.120964745582)","(35.311694, -120.857986)",,6/22/2024,,True,6930 Paradise Rd Modesto 2024 Dairy AR,rancho_cordova,generic_r5,2,75,76,,,,,,,,,,wastewater
Larry Inderbitzen Dairy,6930 Paradise Rd. Modesto 95358,Inderbitzen Pipeline,,,Bob Ott 3037 Bancroft Rd. Modesto 95358 209-578-1372,,7/19/24,562989.0,,,, Flowmeter,R5-2007-0035_general_order,017-027-074,"(37.608103588041, -121.120964745582)","(35.311694, -120.857986)",,7/19/2024,,True,6930 Paradise Rd Modesto 2024 Dairy AR,rancho_cordova,generic_r5,3,77,78,,,,,,,,,,wastewater
Larry Inderbitzen Dairy,6930 Paradise Rd. Modesto 95358,Inderbitzen Pipeline,,,Bob Ott 3037 Bancroft Rd. Modesto 95358 209-578-1372,,8/24/24,741204.0,,,, Flowmeter,R5-2007-0035_general_order,017-027-074,"(37.608103588041, -121.120964745582)","(35.311694, -120.857986)",,8/24/2024,,True,6930 Paradise Rd Modesto 2024 Dairy AR,rancho_cordova,generic_r5,4,79,80,,,,,,,,,,wastewater
Ackerman Davy Inc.,6934 Central Ave. Ceres 95307,J Fertilizer,900,,,,10-12-24 10-13-24,,350.0,,Truck Scales Dry Manure,,R5-2007-0035_general_order,,"(37.538853561291, -120.953951804412)",,2/10/2026,2/24/2026,,False,6942 S Central Ave Ceres 2024 Dairy AR,rancho_cordova,generic_r5,1,78,79,,,,,,,,,,manure
Manuel Soares & Sons Dairy,7810 Vivian Rd Modesto Ca 95358,Manuel Soares & Sons Dairy,7810 Vivian Rd Modesto Ca 95358,Farmer,Greg Nunes 6801 Carpenter Rd Modesto 95358 209-678-7933,3136 W. Monte Vista Ave. Modesto 95358 Stanislaus County,7/17/2024 & 8/20/2024,1400000.0,,,, Pump Gpm X Total Run Time,R5-2007-0035_general_order,,"(37.524278742831, -121.048992975243)","(37.522079151833, -121.052306481196)",,,,False,7018 Vivian Rd Modesto 2024 Dairy AR,rancho_cordova,generic_r5,1,25,26,,,,,,,,Farmer,,wastewater
Double Cross,7025,,,,Double Cross #4 6006 S. Central Ave Turlock Ca 95380 (209) 667-0667,,1114-1/17,44000.0,,,,Po,R5-2007-0035_general_order,0057-0008-00010057-0008-000020057-0009-0006,,,2/12/1114,1/17/2026,,False,"7025 W. Central Ave, Turlock 2024 Dairy AR",rancho_cordova,generic_r5,1,26,27,,,,,,,,,,wastewater
Double Cross,7025,,,,Double Cross #4 6006 S. Central Ave Turlock Ca 95380 (209) 667-0667,,. 2/20-2121,1404.0,,,,,R5-2007-0035_general_order,0057-0008-00010057-0008-000020057-0009-0006,,,2/20/2026,2/12/2121,,False,"7025 W. Central Ave, Turlock 2024 Dairy AR",rancho_cordova,generic_r5,2,28,29,,,,,,,,,,wastewater
Double Cross,7025,,,,Double Cross #4 6006 S. Central Ave Turlock Ca 95380 (209) 667-0667,,3/19/24,744000.0,,,,Po,R5-2007-0035_general_order,0057-0008-00010057-0008-000020057-0009-0006,,,,3/19/2024,,False,"7025 W. Central Ave, Turlock 2024 Dairy AR",rancho_cordova,generic_r5,3,30,31,,,,,,,,,,wastewater
Double Cross,7025,,,,Double Cross #4 6006 S. Central Ave Turlock Ca 95380 (209) 667-0667,,615-616,720.0,,,,Po,R5-2007-0035_general_order,0057-0008-00010057-0008-000020057-0009-0006,,,2/12/2024,2/12/2024,,False,"7025 W. Central Ave, Turlock 2024 Dairy AR",rancho_cordova,generic_r5,4,32,33,,,,,,,,,,wastewater
Double Cross,7025,,,,Double Cross #4 6006 S. Central Ave Turlock Ca 95380 (209) 667-0667,,8/2-0/3,1272000.0,,,,Po,R5-2007-0035_general_order,0057-0008-00010057-0008-000020057-0009-0006,,,,8/2/2026,,False,"7025 W. Central Ave, Turlock 2024 Dairy AR",rancho_cordova,generic_r5,5,34,35,,,,,,,,,,wastewater
Double Cross,7025,,,,Double Cross #4 6006 S. Central Ave Turlock Ca 95380 (209) 667-0667,,0/15-8/16,748.0,,,,Po,R5-2007-0035_general_order,0057-0008-00010057-0008-000020057-0009-0006,,,,8/16/2026,,False,"7025 W. Central Ave, Turlock 2024 Dairy AR",rancho_cordova,generic_r5,6,36,37,,,,,,,,,,wastewater
Double Cross,7025,,,,Double Cross #4 6006 S. Central Ave Turlock Ca 95380 (209) 667-0667,,-9110-9111,12490000.0,,,,Po,R5-2007-0035_general_order,0057-0008-00010057-0008-000020057-0009-0006,,,2/12/9110,2/12/9111,,False,"7025 W. Central Ave, Turlock 2024 Dairy AR",rancho_cordova,generic_r5,7,38,39,,,,,,,,,,wastewater
Double Cross,7025,,,,Double Cross #4 6006 S. Central Ave Turlock Ca 95380 (209) 667-0667,,9/19-9/20,424000.0,,,,Po,R5-2007-0035_general_order,0057-0008-00010057-0008-000020057-0009-0006,,,9/19/2026,9/20/2026,,False,"7025 W. Central Ave, Turlock 2024 Dairy AR",rancho_cordova,generic_r5,8,40,41,,,,,,,,,,wastewater
Goedhart Dairy,7084 County Road 31 Orland Glenn 95963,,7084 County Road 31 Orland Ca 95963,Farmer,Goedhart Farming-Road 45 (530) 514-8463,County Road 45 Willows 95963,09/17/2024,,1386.0,37.0,Amount Reported By Goedhart Dairy.,,R5-2007-0035_software,0001-0001-0001-0001 Glenn,"(39.641573666428, -122.128559025996)","(39.553294622402, -122.133593753883)",,9/17/2024,,False,7084 County Rd 31 Orland 2024 Dairy AR,rancho_cordova,generic_r5,1,57,58,,,,,,,Glenn,Farmer,,manure
Lumar Dairy Farms,7215 S. Prairie Flower Rd. Turlock 95380,Lumar Pipeline,,,Mickey Blount 5530 Ehrlich Rd. Turlock 95380 209-667-7251,,4/4/24,720000.0,,,, Pump Gpm X Run Time,R5-2007-0035_general_order,057-013-005,"(37.426601269947, -120.931543289186)","(38.094809, -120.494519)",,4/4/2024,,True,7215 S Prairie Flower Rd Turlock 2024 Dairy AR,rancho_cordova,generic_r5,1,93,94,,,,,,,,,,wastewater
Lumar Dairy Farms,7215 S. Prairie Flower Rd. Turlock 95380,Lumar Pipeline,,,Mickey Blount 5530 Ehrlich Rd. Turlock 95380 209-667-7251,,5/9/24,1380000.0,,,Amount., Pump Gpm X Run Time,R5-2007-0035_general_order,057-013-005,"(37.426601269947, -120.931543289186)","(38.094809, -120.494519)",,5/9/2024,,True,7215 S Prairie Flower Rd Turlock 2024 Dairy AR,rancho_cordova,generic_r5,2,95,96,,,,,,,,,,wastewater
Lumar Dairy Farms,7215 S. Prairie Flower Rd. Turlock 95380,Lumar Pipeline,,,Mickey Blount 5530 Ehrlich Rd. Turlock 95380 209-667-7251,,6/13/24,1260000.0,,,, Pump Gpm X Run Time,R5-2007-0035_general_order,057-013-005,"(37.426601269947, -120.931543289186)","(38.094809, -120.494519)",,6/13/2024,,True,7215 S Prairie Flower Rd Turlock 2024 Dairy AR,rancho_cordova,generic_r5,3,97,98,,,,,,,,,,wastewater
Lumar Dairy Farms,7215 S. Prairie Flower Rd. Turlock 95380,Lumar Pipeline,,,Mickey Blount 5530 Ehrlich Rd. Turlock 95380 209-667-7251,,6/22/24,780000.0,,,, Pump Gpm X Run Time,R5-2007-0035_general_order,057-013-005,"(37.426601269947, -120.931543289186)","(38.094809, -120.494519)",,6/22/2024,,True,7215 S Prairie Flower Rd Turlock 2024 Dairy AR,rancho_cordova,generic_r5,4,99,100,,,,,,,,,,wastewater
Lumar Dairy Farms,7215 S. Prairie Flower Rd. Turlock 95380,Lumar Pipeline,,,Mickey Blount 5530 Ehrlich Rd. Turlock 95380 209-667-7251,,7/2/24,780000.0,,,, Pump Gpm X Run Time,R5-2007-0035_general_order,057-013-005,"(37.426601269947, -120.931543289186)","(38.094809, -120.494519)",,7/2/2024,,True,7215 S Prairie Flower Rd Turlock 2024 Dairy AR,rancho_cordova,generic_r5,5,101,102,,,,,,,,,,wastewater
Lumar Dairy Farms,7215 S. Prairie Flower Rd. Turlock 95380,Lumar Pipeline,,,Mickey Blount 5530 Ehrlich Rd. Turlock 95380 209-667-7251,,7/22/24,720000.0,,,, Pump Gpm X Run Time,R5-2007-0035_general_order,057-013-005,"(37.426601269947, -120.931543289186)","(38.094809, -120.494519)",,7/22/2024,,True,7215 S Prairie Flower Rd Turlock 2024 Dairy AR,rancho_cordova,generic_r5,6,103,104,,,,,,,,,,wastewater
Lumar Dairy Farms,7215 S. Prairie Flower Rd. Turlock 95380,Lumar Pipeline,,,Mickey Blount 5530 Ehrlich Rd. Turlock 95380 204-667-7251,,8/13/24,900000.0,,,, Pump Gpm X Run Time,R5-2007-0035_general_order,057-013-005,"(37.426601269947, -120.931543289186)","(38.094809, -120.494519)",,8/13/2024,,True,7215 S Prairie Flower Rd Turlock 2024 Dairy AR,rancho_cordova,generic_r5,7,105,106,,,,,,,,,,wastewater
Lumar Dairy Farms,7215 S. Prairie Flower Rd. Turlock 95380,Lumar Pipeline,,,Mickey Blount 5530 Ehrlich Rd. Turlock 95380 209-667-7251,,8/28/24,960000.0,,,, Pump Gpm X Run Time,R5-2007-0035_general_order,057-013-005,"(37.426601269947, -120.931543289186)","(38.094809, -120.494519)",,8/28/2024,,True,7215 S Prairie Flower Rd Turlock 2024 Dairy AR,rancho_cordova,generic_r5,8,107,108,,,,,,,,,,wastewater
Lumar Dairy Farms,7215 S. Prairie Flower Rd. Turlock 95380,Lumar Pipeline,,,Mickey Blount 5530 Ehrlich Rd. Turlock 95380 209-667-7251,,10/1/24,1320000.0,,,, Pump Gpm X Run Time,R5-2007-0035_general_order,057-013-005,"(37.426601269947, -120.931543289186)","(38.094809, -120.494519)",,10/1/2024,,True,7215 S Prairie Flower Rd Turlock 2024 Dairy AR,rancho_cordova,generic_r5,9,109,110,,,,,,,,,,wastewater
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,Dokps Ag Services,,,Joe Mendes 300 Ruble Rd. Crowslanding Ca 95313 (209) 678-2207,,9/3/24,,12.0,741.0,@12 Tons Per Load,,R5-2007-0035_general_order,058-022-022,"(37.483244704773, -121.002979819199)","(37.46935, -121.005674)",,9/3/2024,12.0,False,724 Ruble Rd Crows Landing 2024 Dairy AR,rancho_cordova,generic_r5,1,47,48,,,,,,,,,,manure
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,,,,Brouhard Farms 624 Ruble Rd. Crowslanding Ca 95313 (209) 678-2207,,1/2-119,900000.0,,,,Po,R5-2007-0035_general_order,058-005-016,"(37.483244704773, -121.002979819199)","(37.482806, -120.995625)",2/12/119,1/2/2026,,False,724 Ruble Rd Crows Landing 2024 Dairy AR,rancho_cordova,generic_r5,2,49,50,,,,,,,,,,wastewater
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,,,,Brouhard Farms 624 Ruble Rd. Crowslanding Ca 95313 (209) 678-2207,,212-219,400000.0,,,,Po,R5-2007-0035_general_order,058-005-016,"(37.483244704773, -121.002979819199)","(37.482806, -120.995625)",2/12/2024,2/12/2024,,False,724 Ruble Rd Crows Landing 2024 Dairy AR,rancho_cordova,generic_r5,3,51,52,,,,,,,,,,wastewater
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,,,,Brouhard Farms 624 Ruble Rd. Crowslanding Ca 95313 (209) 678-2207,,4/12-4/15,600000.0,,,,Po,R5-2007-0035_general_order,058-005-016,"(37.483244704773, -121.002979819199)","(37.482806, -120.995625)",4/12/2026,4/15/2026,,False,724 Ruble Rd Crows Landing 2024 Dairy AR,rancho_cordova,generic_r5,4,53,54,,,,,,,,,,wastewater
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,,,,Brouhard Farms 624 Ruble Rd. Crowslanding Ca 95313 (209) 678-2207,,5/7/24,120000.0,,,,Po,R5-2007-0035_general_order,058-005-016,"(37.483244704773, -121.002979819199)","(37.482806, -120.995625)",,5/7/2024,,False,724 Ruble Rd Crows Landing 2024 Dairy AR,rancho_cordova,generic_r5,5,55,56,,,,,,,,,,wastewater
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,,,,Brouhard Farms 624 Ruble Rd. Crowslanding Ca 95313 (209) 678-2207,,6/13/24,120000.0,,,,Po,R5-2007-0035_general_order,058-005-016,"(37.483244704773, -121.002979819199)","(37.482806, -120.995625)",,6/13/2024,,False,724 Ruble Rd Crows Landing 2024 Dairy AR,rancho_cordova,generic_r5,6,57,58,,,,,,,,,,wastewater
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,,,,Brouhard Farms 624 Ruble Rd. Crowslanding Ca 95313 (209) 678-2207,,6/27/24,120000.0,,,,,R5-2007-0035_general_order,058-005-016,"(37.483244704773, -121.002979819199)","(37.482806, -120.995625)",,6/27/2024,,False,724 Ruble Rd Crows Landing 2024 Dairy AR,rancho_cordova,generic_r5,7,59,60,,,,,,,,,,wastewater
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,,,,Brouhard Farms 624 Ruble Rd. Crowslanding Ca 95313 (209) 678-2207,,7/10/24,120000.0,,,,Po,R5-2007-0035_general_order,058-005-016,"(37.483244704773, -121.002979819199)","(37.482806, -120.995625)",,7/10/2024,,False,724 Ruble Rd Crows Landing 2024 Dairy AR,rancho_cordova,generic_r5,8,61,62,,,,,,,,,,wastewater
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,,,,Brouhard Farms 624 Ruble Rd. Crowslanding Ca 95313 (209) 678-2207,,7/24/24,120000.0,,,,Po,R5-2007-0035_general_order,058-005-016,"(37.483244704773, -121.002979819199)","(37.482806, -120.995625)",,7/24/2024,,False,724 Ruble Rd Crows Landing 2024 Dairy AR,rancho_cordova,generic_r5,9,63,64,,,,,,,,,,wastewater
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,,,,Brouhard Farms 624 Ruble Rd. Crowslanding Ca 95313 (209) 678-2207,,8/1/24,120000.0,,,,Po,R5-2007-0035_general_order,058-005-016,"(37.483244704773, -121.002979819199)","(37.482806, -120.995625)",,8/1/2024,,False,724 Ruble Rd Crows Landing 2024 Dairy AR,rancho_cordova,generic_r5,10,65,66,,,,,,,,,,wastewater
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,,,,Brouhard Farms 624 Ruble Rd. Crowslanding Ca 95313 (209) 678-2207,,8/14/24,120000.0,,,,Po,R5-2007-0035_general_order,058-005-016,"(37.483244704773, -121.002979819199)","(37.482806, -120.995625)",,8/14/2024,,False,724 Ruble Rd Crows Landing 2024 Dairy AR,rancho_cordova,generic_r5,11,67,68,,,,,,,,,,wastewater
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,,,,Brouhard Farms 624 Ruble Rd. Crowslanding Ca 95313 (209) 678-2207,,0/22/24,120000.0,,,,Po,R5-2007-0035_general_order,058-005-016,"(37.483244704773, -121.002979819199)","(37.482806, -120.995625)",,,,False,724 Ruble Rd Crows Landing 2024 Dairy AR,rancho_cordova,generic_r5,12,69,70,,,,,,,,,,wastewater
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,,,,Brouhard Farms 624 Ruble Rd. Crowslanding Ca 95313 (209) 678-2207,,10/12/24,300000.0,,,,Po,R5-2007-0035_general_order,058-005-016,"(37.483244704773, -121.002979819199)","(37.482806, -120.995625)",,10/12/2024,,False,724 Ruble Rd Crows Landing 2024 Dairy AR,rancho_cordova,generic_r5,13,71,72,,,,,,,,,,wastewater
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,,,,Brouhard Farms 624 Ruble Rd. Crowslanding Ca 95313 (209) 678-2207,,12/5/24,240000.0,,,,Po,R5-2007-0035_general_order,058-005-016,"(37.483244704773, -121.002979819199)","(37.482806, -120.995625)",,12/5/2024,,False,724 Ruble Rd Crows Landing 2024 Dairy AR,rancho_cordova,generic_r5,14,73,74,,,,,,,,,,wastewater
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,,,,Joe Mendes 300 Ruble Rd. Crowslanding Ca 95313 (209) 678-2207,,2/9/24,240000.0,,,,Po,R5-2007-0035_general_order,058-005-006,"(37.483244704773, -121.002979819199)","(38.065403, -120.571106)",,2/9/2024,,False,724 Ruble Rd Crows Landing 2024 Dairy AR,rancho_cordova,generic_r5,15,75,76,,,,,,,,,,wastewater
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,,,,Joe Mendes 300 Ruble Rd. Crowslanding Ca 95313 (209) 678-2207,,4/18-4/19,100.0,,,,Po,R5-2007-0035_general_order,058-005-006,"(37.483244704773, -121.002979819199)","(38.065403, -120.571106)",4/18/2026,4/19/2026,,False,724 Ruble Rd Crows Landing 2024 Dairy AR,rancho_cordova,generic_r5,16,77,78,,,,,,,,,,wastewater
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,,,,Joe Mendes 300 Ruble Rd. Crowslanding Ca 95313 (209) 678-2207,,5/3-514,340000.0,,,,Po,R5-2007-0035_general_order,058-005-006,"(37.483244704773, -121.002979819199)","(38.065403, -120.571106)",2/12/514,5/3/2026,,False,724 Ruble Rd Crows Landing 2024 Dairy AR,rancho_cordova,generic_r5,17,79,80,,,,,,,,,,wastewater
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,,,,Joe Mendes 300 Ruble Rd. Crowslanding Ca 95313 (209) 678-2207,,6/13/24,240000.0,,,,Po,R5-2007-0035_general_order,058-005-006,"(37.483244704773, -121.002979819199)","(38.065403, -120.571106)",,6/13/2024,,False,724 Ruble Rd Crows Landing 2024 Dairy AR,rancho_cordova,generic_r5,18,81,82,,,,,,,,,,wastewater
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,,,,Joe Mendes 300 Ruble Rd. Crowslanding Ca 95313 (209) 678-2207,,6/27/24,240000.0,,,,Po,R5-2007-0035_general_order,058-005-006,"(37.483244704773, -121.002979819199)","(38.065403, -120.571106)",,6/27/2024,,False,724 Ruble Rd Crows Landing 2024 Dairy AR,rancho_cordova,generic_r5,19,83,84,,,,,,,,,,wastewater
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,,,,Joe Mendes 300 Ruble Rd. Crowslanding Ca 95313 (209) 678-2207,,7/9/24,240000.0,,,,Po,R5-2007-0035_general_order,058-005-006,"(37.483244704773, -121.002979819199)","(38.065403, -120.571106)",,7/9/2024,,False,724 Ruble Rd Crows Landing 2024 Dairy AR,rancho_cordova,generic_r5,20,85,86,,,,,,,,,,wastewater
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,,,,Joe Mendes 300 Ruble Rd. Crowslanding Ca 95313 (209) 678-2207,,7/23/24,100000.0,,,,Po,R5-2007-0035_general_order,058-005-006,"(37.483244704773, -121.002979819199)","(38.065403, -120.571106)",,7/23/2024,,False,724 Ruble Rd Crows Landing 2024 Dairy AR,rancho_cordova,generic_r5,21,87,88,,,,,,,,,,wastewater
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,,,,Joe Mendes 300 Ruble Rd. Crowslanding Ca 95313 (209) 678-2207,,8/1/24,240000.0,,,,Po,R5-2007-0035_general_order,058-005-006,"(37.483244704773, -121.002979819199)","(38.065403, -120.571106)",,8/1/2024,,False,724 Ruble Rd Crows Landing 2024 Dairy AR,rancho_cordova,generic_r5,22,89,90,,,,,,,,,,wastewater
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,,,,Joe Mendes 300 Ruble Rd. Crowslanding Ca 95313 (209) 678-2207,,0/13/24,100000.0,,,,Po,R5-2007-0035_general_order,058-005-006,"(37.483244704773, -121.002979819199)","(38.065403, -120.571106)",,,,False,724 Ruble Rd Crows Landing 2024 Dairy AR,rancho_cordova,generic_r5,23,91,92,,,,,,,,,,wastewater
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,,,,Joe Mendes 300 Ruble Rd. Crowslanding Ca 95313 (209) 678-2207,,0/22/24,120000.0,,,,Po,R5-2007-0035_general_order,058-005-006,"(37.483244704773, -121.002979819199)","(38.065403, -120.571106)",,,,False,724 Ruble Rd Crows Landing 2024 Dairy AR,rancho_cordova,generic_r5,24,93,94,,,,,,,,,,wastewater
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,,,,Joe Mendes 300 Ruble Rd. Crowslanding Ca 95313 (209) 678-2207,,10/11/24,400000.0,,,,Po,R5-2007-0035_general_order,058-005-006,"(37.483244704773, -121.002979819199)","(38.065403, -120.571106)",,10/11/2024,,False,724 Ruble Rd Crows Landing 2024 Dairy AR,rancho_cordova,generic_r5,25,95,96,,,,,,,,,,wastewater
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,,,,Joe Mendes 300 Ruble Rd. Crowslanding Ca 95313 (209) 678-2207,,12/10-12/18,40000.0,,,,Po,R5-2007-0035_general_order,058-005-006,"(37.483244704773, -121.002979819199)","(38.065403, -120.571106)",12/10/2026,12/18/2026,,False,724 Ruble Rd Crows Landing 2024 Dairy AR,rancho_cordova,generic_r5,26,97,98,,,,,,,,,,wastewater
Trinkler Dairy Farms,7251 Crowslanding Rd. Ceres 95307,Jf Fertilizer,900 Meredith Ave Gustine 95322,,Wendel Trinkler Jr. Po Box 10 Ceres 95307 209-537-9883,,4/26/24,,Solids 4500 Content,,@12 Tons Per Load,,R5-2007-0035_general_order,022-008-017022-008-016022-008-022022-008-013,"(37.532550831108, -120.994912824125)",,,4/26/2024,12.0,False,7251 Crows Landing Rd Ceres 2024 Dairy AR,rancho_cordova,generic_r5,1,102,103,,,,,,,,,,manure
Trinkler Dairy Farms,7251 Crowslanding Rd. Ceres 95307,Jf Fertilizer,900 Meredith Ave Gustine 95322,,Wendel Trinkler Jr. Po Box 10 Ceres 95307 209-537-9883,,5/24/24,,Solids 2000 Content,,@ 12 Tons Per Load,,R5-2007-0035_general_order,022-001-002022-001-004022-001-005022-003-002022-004-001022-004-002,"(37.532550831108, -120.994912824125)",,,5/24/2024,12.0,False,7251 Crows Landing Rd Ceres 2024 Dairy AR,rancho_cordova,generic_r5,2,104,105,,,,,,,,,,manure
Trinkler Dairy Farms,7251 Crowslanding Rd. Ceres 95307,Jf Fertilizer,900 Meredith Ave Gustine 95322,,Wendel Trinkler Jr. Po Box 10 Ceres 95307 209-537-9883,,9/21/24,,Solids 4000 Content,,@12 Tons Per Load,,R5-2007-0035_general_order,022-008-017022-008-016022-008-022022-008-013,"(37.532550831108, -120.994912824125)",,,9/21/2024,12.0,False,7251 Crows Landing Rd Ceres 2024 Dairy AR,rancho_cordova,generic_r5,3,106,107,,,,,,,,,,manure
Trinkler Dairy Farms,7251 Crowslanding Rd. Ceres 95307,Jf Fertilizer,900 Meredith Ave Gustine 95322,,Wendel Trinkler Jr. Po Box 10 Ceres 95307 209-537-9883,,10/31/24,,Solids 5000 Content,,@12 Tons Per Load,,R5-2007-0035_general_order,022-001-002022-001-004022-001-005022-003-002022-004-001022-004-002,"(37.532550831108, -120.994912824125)",,,10/31/2024,12.0,False,7251 Crows Landing Rd Ceres 2024 Dairy AR,rancho_cordova,generic_r5,4,108,109,,,,,,,,,,manure
