Source PDF,Manifest Number,Start Page,End Page,Origin Dairy Name,Origin Dairy Address,Origin Dairy Latitude (Geocoded),Origin Dairy Longitude (Geocoded),Destination Address Final,Destination Address Final Source,Destination Type (Standardized),Destination Latitude (Geocoded),Destination Longitude (Geocoded),First Haul Date,Last Haul Date,Is Pipeline,Is Trucked,Manure Mass per Haul (tons),Manure Number of Hauls,Total Manure Amount (tons),Manure Solids (%),Number of 10-ton Hauls for Analysis,Number of 20-ton Hauls for Analysis
2024AR_Cream Top Dairy_13075 Ave 200_Tulare,1,70,71,Cream Top Dairy,13075 Ave 200 Tulare,36.152535558749,-119.280965588652,2909 Bell Port Tulare 93274,Hauler Address,Composting Facility,36.203880331574,-119.304917882804,2025-04-01,2025-06-01,False,,,,2412.0,134.0,151,45
2024AR_D & V Dairy_15625 Ave 144_Tulare,1,35,36,D & V Dairy,15625 Avenue 144 Tipton CA 93272,36.051276646992,-119.22320067625,Merritt Yard,Destination Contact Address,Other,37.643799012361,-122.096854519144,,2024-06-26,False,,,,2060.0,82.1,129,39
2024AR_D & V Dairy_15625 Ave 144_Tulare,2,38,39,D & V Dairy,15625 Avenue 144 Tipton CA 93272,36.051276646992,-119.22320067625,14982 Road 152 Tipton CA 93272,Destination Contact Address,Other,36.060455909958,-119.2279057108,,2024-10-01,False,,,,18423.0,68.0,1150,346
2024AR_D & V Dairy_15625 Ave 144_Tulare,4,41,42,D & V Dairy,15625 Avenue 144 Tipton CA 93272,36.051276646992,-119.22320067625,14982 Road 152 Tipton CA 93272,Destination Contact Address,Other,36.060455909958,-119.2279057108,2024-11-13,2024-11-22,False,,,,2502.0,68.0,156,47
2024AR_D & V Dairy_15625 Ave 144_Tulare,6,44,45,D & V Dairy,15625 Avenue 144 Tipton CA 93272,36.051276646992,-119.22320067625,,,Other,,,2024-12-01,2024-12-09,False,,,,9328.0,68.0,582,175
2024AR_Double J Dairy_6656 Ave 328_Tulare,1,50,51,Double J Dairy,6656 Avenue 328 Visalia CA 93291,36.385559176747,-119.414645629912,"048-010-006,048-130-002,045-070-010",Destination Assessor Parcel Number,Other,36.430214,-119.397124,,2024-11-01,False,,,,2015.0,40.6,126,38
2024AR_Double J Dairy_6656 Ave 328_Tulare,2,52,53,Double J Dairy,6656 Avenue 328 Visalia CA 93291,36.385559176747,-119.414645629912,Road 80 And Avenue 336 Visalia CA,Destination Address,Other,36.399764780141,-119.394745733307,,2024-11-05,False,,,,2600.0,40.6,162,49
2024AR_Double J Dairy_6656 Ave 328_Tulare,3,54,55,Double J Dairy,6656 Avenue 328 Visalia CA 93291,36.385559176747,-119.414645629912,"048-140-007,048-140-008,048-140-008",Destination Assessor Parcel Number,Other,36.411126,-119.399326,,2024-11-10,False,,,,2700.0,40.6,169,51
2024AR_Double J Dairy_6656 Ave 328_Tulare,4,56,57,Double J Dairy,6656 Avenue 328 Visalia CA 93291,36.385559176747,-119.414645629912,Road 68 And Avenue 320 Visalia CA,Destination Address,Other,36.370749984109,-119.421317036926,,2024-11-15,False,,,,3000.0,40.6,187,56
2024AR_Double J Dairy_6656 Ave 328_Tulare,5,58,59,Double J Dairy,6656 Avenue 328 Visalia CA 93291,36.385559176747,-119.414645629912,"072-030-013,072-030-013,072-030-007,072-030-009",Destination Assessor Parcel Number,Other,36.38428,-119.429007,,2024-11-20,False,,,,4100.0,40.6,256,77
2024AR_Double J Dairy_6656 Ave 328_Tulare,6,60,61,Double J Dairy,6656 Avenue 328 Visalia CA 93291,36.385559176747,-119.414645629912,7Th Avenue And Dover Ave Visalia CA,Destination Address,Other,36.332351495109,-119.352885520261,,2024-11-25,False,,,,3400.0,40.6,212,64
2024AR_East Ridge Farms_14153 Rd 168_Tulare,1,34,35,East Ridge Dairy,14153 Rd 168 Porterville CA 93257,36.043623983151,-119.197210731551,,,Other,,,2024-12-01,2024-12-09,False,,,,1122.0,65.9,70,21
2024AR_East Ridge Farms_14153 Rd 168_Tulare,3,37,38,East Ridge Dairy,14153 Rd 168 Porterville CA 93257,36.043623983151,-119.197210731551,14982 Road 152 Tipton CA 93272,Destination Contact Address,Other,36.060455909958,-119.2279057108,2024-11-14,2024-11-22,False,,,,3330.0,65.9,208,63
2024AR_Elbow Creek Dairy_34537 Rd 124_Tulare,1,28,29,Elbow Creek Dairy,34537 Road 124 Visalia 93291,36.41788180285,-119.29766820711,Ave 384 & Rd 88 Hanford CA,Destination Address,Farmer,36.487667014118,-119.376669991471,,2024-01-19,False,,,,1620.0,,101,30
2024AR_Elbow Creek Dairy_34537 Rd 124_Tulare,2,30,31,Elbow Creek Dairy,34537 Road 124 Visalia CA 93291,36.416710636793,-119.29612461395,34098 Rd. 140 Visalia 93292,Destination Address,Farmer,36.408296677474,-119.258355153379,,2024-11-02,False,,,,320.0,89.8,20,6
2024AR_Elbow Creek Dairy_34537 Rd 124_Tulare,3,32,33,Elbow Creek Dairy,34537 Road 124 Visalia CA 93291,36.416710636793,-119.29612461395,34098 Rd. 140 Visalia 93292,Destination Address,Farmer,36.408296677474,-119.258355153379,,2024-11-04,False,,,,400.0,89.8,25,8
2024AR_Elbow Creek Dairy_34537 Rd 124_Tulare,4,34,35,Elbow Creek Dairy,34537 Road 124 Visalia CA 93291,36.416710636793,-119.29612461395,34098 Rd. 140 Visalia 93292,Destination Address,Farmer,36.408296677474,-119.258355153379,,2024-11-06,False,,,,2360.0,89.8,147,44
2024AR_Elbow Creek Dairy_34537 Rd 124_Tulare,5,36,36,Elbow Creek Dairy,34537 Road 124 Visalia CA Tulare,36.41788180285,-119.29766820711,7559 Ave. 152 Tipton 93272,Destination Address,Other,36.065202036903,-119.402698566859,2024-05-08,2024-05-13,False,,,,5835.5,89.8,364,110
2024AR_Elkhorn Dairy_10400 Ave 368_Tulare,1,165,165,Elkhorn Dairy,10400 Ave 368 Visalia 93292,36.458046159725,-119.314731441617,,,Other,,,2024-01-01,2024-12-31,False,,,,7500.0,,468,141
2024AR_Fern Oak Farms Dairy_17001 Ave 160_Tulare,1,110,110,Fern Oaks Farms,17001 Ave. 160 Porterville 93257,36.080145115357,-119.188748746998,"300-310-012,300-310-013",Destination Assessor Parcel Number,Other,36.047952,-119.15748,,2024-07-01,False,,,,5800.0,,362,109
2024AR_Five Star Dairy_14552 Ave 152_Tulare,1,101,101,Five Star,14552 Ave. 152 Tipton 93272,36.065789405233,-119.247321972473,300-040-018,Destination Assessor Parcel Number,Other,36.042524,-119.269733,,2024-02-18,False,,,,5000.0,,312,94
2024AR_Gerben Leyendekker Dairy #1_8517 Ave 360_Tulare,1,38,39,Gerben Leyendekker,8676 Avenue 360 Visalia CA 93291,36.443833365157,-119.380298181327,042-050-009,Destination Assessor Parcel Number,Other,32.918091,-114.854592,2024-10-16,2024-10-17,False,,,,1420.0,68.3,89,27
2024AR_Gerben Leyendekker Dairy #1_8517 Ave 360_Tulare,2,40,41,Gerben Levendekker Pain,8517 Ave 360 Visalia CA 93291,36.443759779785,-119.383347163614,35185 Rd 52 Kingsburg CA 93631,Destination Address,Farmer,36.429767509191,-119.456993685782,2024-04-30,2024-06-18,False,,,,14860.0,68.3,928,279
2024AR_GTA Dairy_16197 Ave 172_Tulare,1,31,31,GTA Dairy,16197 Ave 172 Tulare,36.099678564863,-119.210393316676,7559 Ave. 152 Tipton 93272,Destination Address,Other,36.065202036903,-119.402698566859,2024-06-10,2024-07-10,False,,,,6093.0,,380,114
2024AR_Hettinga Farms Dairy_13400 Ave 120_Tulare,1,163,163,Hettinga Farms-Ave 128 Dairy,13400 Ave 120 Tulare,36.01137089823,-119.273074026812,7559 Ave. 152 Tipton 93272,Destination Address,Other,36.065202036903,-119.402698566859,2024-08-15,2024-11-20,False,,,,18843.5,,1177,354
2024AR_Jacobus DeGroot Dairy #1_31847 Rd 92_Tulare,1a,27,28,Jacobus De Groot Dairy #1,31847 Rd. 92 Visalia CA 93291 Zip Code,36.370042849949,-119.367996450065,Spread On Fields On Ave 328 And Rd 92 Visalia CA,Destination Contact Address,Other,36.385445304394,-119.367999164093,2024-05-22,2024-11-03,False,,20.0,,3800.0,72.8,237,71
2024AR_Jacobus DeGroot Dairy #1_31847 Rd 92_Tulare,1b,27,28,Jacobus De Groot Dairy #1,31847 Rd. 92 Visalia CA 93291 Zip Code,36.370042849949,-119.367996450065,West Coast And Gravel 7715 Ave 296 Visalia CA 93291,Destination Address,Other,36.323201920056,-119.405499044529,2024-05-22,2024-11-03,False,,20.0,,2480.0,72.8,155,47
2024AR_Jesse and James Jongsma Dairy_9229 Rd 164_Tulare,1,24,24,Jesse & James Jongsma,9229 Road 164 Pixley CA 93256,35.966234014354,-119.210351993893,7559 Ave. 152 Tipton 93272,Destination Address,Other,36.065202036903,-119.402698566859,2024-07-10,2024-07-15,False,,,,4023.0,44.8,251,76
2024AR_John Jongsma Dairy_15434 Ave 192_Tulare,1,22,23,John Jongsma Dairy,15434 Avenue 192 Tulare CA 93274,36.140568757495,-119.226980767784,14982 Road 152 Tipton CA 93272,Destination Contact Address,Other,36.060455909958,-119.2279057108,2024-10-22,2024-10-26,False,,,,2304.0,54.2,144,43
2024AR_John Jongsma Dairy_15434 Ave 192_Tulare,3,25,26,John Jongsma Dairy,15434 Avenue 192 Tulare CA 93274,36.140568757495,-119.226980767784,,,Other,,,,2024-06-25,False,,,,2415.0,96.2,151,45
2024AR_K A Vanderham Dairy_12565 Ave 152_Tulare,1,35,36,Dick Vanderham & Sons Dariy ,12565 Avenue 152 Tulare CA 93274,36.065687715451,-119.324365106484,Rd 80 & Ave 184 Tulare 93274,Destination Address,Other,36.123383006138,-119.393874015377,2024-06-14,2024-06-18,False,,10.0,,2930.0,92.4,183,55
2024AR_K A Vanderham Dairy_12565 Ave 152_Tulare,2,37,38,Ka Vanderham,12565 Avenue 152 Tulare CA 93274,36.065687715451,-119.324365106484,11188 Road 192 Porterville CA 93257,Destination Contact Address,Farmer,35.992965915237,-119.140424374091,,2024-12-20,False,,,,3000.0,92.4,187,56
2024AR_Lawrence Family Farms Dairy_14760 Ave 208_Tulare,1,31,31,Lawrence Family Farms,14760 Ave. 208 Tulare 93274,36.168288717125,-119.243422206139,,,Other,,,2024-01-01,2024-12-31,False,,,,3500.0,,219,66
2024AR_Little H Dairy_15804 Ave 248_Tulare,1,42,43,Little H,15804 Ave 248 Tulare,36.243224985079,-119.219110663617,Rd. 148 & Y Ave. 248 Tulare 93274,Destination Address,Other,36.240050003976,-119.242467004453,2024-05-09,2024-05-17,False,,6.25,552.0,3450.0,,552,0
2024AR_Lou-Mar Dairy_14870 Ave 152_Tulare,1,70,70,Lou-Mar Dairy,14870 Ave 152 Tipton 93272,36.065806975724,-119.238629378976,300-040-018,Destination Assessor Parcel Number,Other,36.042524,-119.269733,2024-06-01,2024-07-01,False,,,,3400.0,,212,64
2024AR_Louie De Groot Dairy_15081 Ave 104_Tulare,1,38,39,Louie De Groot Dairy,15081 Avenue 104 Pixley CA 93256,35.978790677447,-119.232121914162,16029 Ave 136 Tipton CA 93272,Destination Address,Farmer,36.036432621086,-119.213812630257,2024-05-23,2024-10-15,False,,,,2743.0,60.3,171,52
2024AR_Louie De Groot Dairy_15081 Ave 104_Tulare,2,41,42,Louie De Groot Dairy,15081 Avenue 104 Pixley CA 93256,35.978790677447,-119.232121914162,300-280-01,Destination Assessor Parcel Number,Other,33.817825,-117.22074,2024-08-14,2024-08-19,False,,,,952.2,60.3,59,18
2024AR_Louie De Groot Dairy_15081 Ave 104_Tulare,3,43,44,Louie De Groot Dairy,15081 Avenue 104 Pixley CA 93256,35.978790677447,-119.232121914162,300-240-09,Destination Assessor Parcel Number,Farmer,33.818771,-117.215527,2024-08-14,2024-08-16,False,,,,1252.35,60.3,78,24
2024AR_Mancebo Holsteins #2 Dairy_23792 Rd 140_Tulare,1,58,59,Mancebo Holsteins #2,23792 Rd 140 Tulare 93274,36.220227557337,-119.259897423563,14065 Ave 248 Tulare 93274,Destination Address,Other,36.239804330394,-119.258973905472,,2024-08-20,False,,,,1100.0,75.0,69,21
2024AR_Mellema Calf Ranch_32210 Rd 92_Tulare,1,25,25,Mellema Caff Ranch,9420 Ave. 320 Visalia 93291,36.371008887539,-119.362968039993,23004 Rd. 140 Tulare 93274,Destination Address,Other,36.207728756688,-119.26002583432,2024-06-01,2024-07-01,False,,,,11900.0,,743,223
2024AR_Mellema Dairy_9420 Ave 320_Tulare,1,50,50,Mellema Dairy,9420 Ave. 320 Visalia 93291,36.371008887539,-119.362968039993,23004 Rd. 140 Tulare 93274,Destination Address,Other,36.207728756688,-119.26002583432,2024-06-01,2024-07-01,False,,,,5900.0,,368,111
2024AR_Nunes & Sond Dairy_690 E Oakdale Ave_Tulare,1,64,65,Nunes & Sons Dairy,690 E Oakdale Ave Tulare Tulare 93274,36.254986262068,-119.338636351441,12329 Ave 271 Visalia 93277 Tulare,Destination Address,Farmer,36.2826428126,-119.298325767414,,2024-05-18,False,,,,1500.0,23.3,94,28
2024AR_Oakbend Dairy_23561 Rd 168_Tulare,1,38,39,Oakbend,23561 Road 168 Tulare CA 93274,36.214424179035,-119.202768131719,Rd. 148 & Ave. 248 Tulare 93274,Destination Address,Other,36.240050003976,-119.242467004453,2024-12-19,2024-12-24,False,,6.25,176.0,1100.0,49.0,176,0
2024AR_Oakbend South Dairy_15651 Ave 192_Tulare,1,26,27,Oakbend Dairysouth,15651 Ave 192 Tulare CA 93274,36.136378644098,-119.220819649855,14982 Road 152 Tipton CA 93272,Destination Contact Address,Composting Facility,36.060455909958,-119.2279057108,2024-10-26,2024-10-30,False,,,,3402.0,75.8,212,64
2024AR_Oakbend South Dairy_15651 Ave 192_Tulare,3,29,30,Oakbend Dairysouth,15651 Ave 192 Tulare CA 93274,36.136378644098,-119.220819649855,14982 Road 152 Tipton CA 93272,Destination Contact Address,Composting Facility,36.060455909958,-119.2279057108,2024-05-25,2024-06-13,False,,,,12144.0,92.3,758,228
2024AR_Pires Dairy_13464 Ave 152_Tulare,1,45,46,Pires,13464 Ave 152 Tulare,36.065778758238,-119.271989076938,1443 Windsong Dr Tulare 93274,Destination Contact Address,Other,36.192535677083,-119.301829319122,2024-09-07,2024-09-24,False,,,,910.8,,57,17
2024AR_Pires Dairy_13464 Ave 152_Tulare,2,47,48,Pires,13464 Ave 152 Tulare,36.065778758238,-119.271989076938,232-150-04,Destination Assessor Parcel Number,Other,38.085584,-122.56526,2024-08-20,2024-09-03,False,,,,1573.2,,98,30
2024AR_Rancho Sierra Vista Dairy_32866 Rd 108_Tulare,1,33,34,Rancho Sierra Vista,32866 Road 108 Visalia CA 93291,36.38673516936,-119.332131318405,048-080-035,Destination Assessor Parcel Number,Other,36.409011,-119.312957,,2024-11-01,False,,,,220.0,50.0,14,4
2024AR_Rancho Sierra Vista Dairy_32866 Rd 108_Tulare,2,35,36,Rancho Sierra Vista,32866 Road 108 Visalia CA 93291,36.38673516936,-119.332131318405,"048-080-030,048-080-038",Destination Assessor Parcel Number,Other,38.261209,-122.648231,,2024-11-10,False,,,,250.0,50.0,16,5
2024AR_Rancho Sierra Vista Dairy_32866 Rd 108_Tulare,3,37,38,Rancho Sierra Vista,32866 Road 108 Visalia CA 93291,36.38673516936,-119.332131318405,"072-030-012,072-060-011,072-050-013,072-030-012-000,072-060-011,072-050-013",Destination Assessor Parcel Number,Other,39.510558,-121.453486,,2024-11-20,False,,,,750.0,50.0,47,14
2024AR_Rijlaarsdam Dairy_12031 Ave 352_Tulare,1,28,29,Rijlaarsdam Dairy,12031 Avenue 352 Visalia CA 93291,36.428768716218,-119.304682732394,"048-070-038,048-100-005",Destination Assessor Parcel Number,Other,36.416214,-119.318427,2024-03-01,2024-05-18,False,,,,6400.0,94.2,400,120
2024AR_Riverbend Dairy_20799 Rd 132_Tulare,1,60,60,Riverbend Daim,20799 Road 132 Tulare CA 93274,36.156935387364,-119.280052799396,7559 Ave. 152 Tipton 93272,Destination Address,Other,36.065202036903,-119.402698566859,2024-01-01,2024-03-07,False,,,,10000.0,51.6,624,188
2024AR_Riverbend Dairy_20799 Rd 132_Tulare,2,61,61,Riverbend-North Dairy,20799 Road 132 Tulare CA 93274,36.156935387364,-119.280052799396,7559 Ave. 152 Tipton 93272,Destination Address,Other,36.065202036903,-119.402698566859,2024-04-10,2024-11-11,False,,,,12906.0,48.4,806,242
2024AR_Riverbend Dairy_20799 Rd 132_Tulare,3,62,62,Riverbend. South Dairy,20799 Road 132 Tulare CA 93274,36.156935387364,-119.280052799396,7559 Ave. 152 Tipton 93272,Destination Address,Other,36.065202036903,-119.402698566859,2024-04-17,2024-11-08,False,,,,1712.5,48.4,107,32
2024AR_Riverbend Dairy_20799 Rd 132_Tulare,4,63,63,Riverbend-Heifer Ranch,20799 Road 132 Tulare CA 93274,36.156935387364,-119.280052799396,7559 Ave. 152 Tipton 93272,Destination Address,Other,36.065202036903,-119.402698566859,,2024-05-02,False,,,,177.5,48.4,11,3
2024AR_Riverbend East Dairy_20303 Rd 140_Tulare,1,22,22,Riverbend-East Daim,20303 Road 140 Tulare CA 93274,36.155694972462,-119.259657220937,7559 Ave. 152 Tipton 93272,Destination Address,Other,36.065202036903,-119.402698566859,2024-04-18,2024-05-02,False,,,,2283.0,35.1,143,43
2024AR_Rocky Road Dairy_8715 Ave 368_Tulare,1,79,80,Rocky Road Dairy,8609 Avenue 368 Ave Dinuba Tulare 93618,36.456780161921,-119.378170855054,9257 Ave. 416 Dinuba 93618 Tulare,Destination Address,Broker,36.545012391426,-119.366190433207,,2024-11-01,False,,,,2475.0,63.4,155,46
2024AR_Rocky Road Dairy_8715 Ave 368_Tulare,2,81,82,Rocky Road Dai,8609 Avenue 368 Ave Dinuba Tulare 93618,36.456780161921,-119.378170855054,Dinuba 93618 Sawtooth Ranch Ave. 368 & Rd 60 Tulare,Destination Address,Broker,36.458869979931,-119.438890032209,,2024-12-05,False,,,,2000.0,21.5,125,38
2024AR_Rui and Jennifer Brasil Dairy_8061 Ave 360_Tulare,1,22,23,Rui Brasil Dairy,8061 Avenue 360 Ave Visalia Tulare 92391,36.443898196756,-119.391856845068,Visalia 92391 Composting Facility Tulare,Destination Address,Broker,,,,2024-04-09,False,,,,3185.0,66.1,199,60
2024AR_Santos Jer-Z Dairy_Tulare,1,32,33,Santos Jer-2,25199 Road 164 Vesalsa CA 93292,36.246301697888,-119.206881384322,Rd.148 & Ave. 248 Tulare 93274,Destination Address,Other,36.240050003976,-119.242467004453,,2024-10-29,False,,,,306.25,,19,6
2024AR_Sierra View Dairy+13376 Ave 224_Tulare,1,67,67,Sierra View Dairy,13376 Avenue 224 Tulare CA 93274,36.197300202305,-119.274610178207,7559 Ave. 152 Tipton 93274,Destination Address,Composting Facility,36.065441914174,-119.409163271208,2024-04-09,2024-05-02,False,,,,7873.5,67.6,492,148
2024AR_Sierra View Dairy+13376 Ave 224_Tulare,2,68,68,Sierra View Dairy,13376 Avenue 224 Tulare 93274,36.197300202305,-119.274610178207,7559 Ave. 152 Tipton 93272,Destination Address,Other,36.065202036903,-119.402698566859,2024-01-18,2024-01-19,False,,,,2068.0,,129,39
2024AR_Skyline Dairy_15992 Ave 192_Tulare,1,32,33,Skyline Dairy,15992 Ave 192 Tulare CA 93274,36.139537531947,-119.21520612166,14982 Road 152 Tipton CA 93272,Destination Contact Address,Composting Facility,36.060455909958,-119.2279057108,2024-05-08,2024-05-25,False,,,,14513.0,77.9,906,273
2024AR_Skyline Dairy_15992 Ave 192_Tulare,3,35,36,Skyline Dairy,15992 Ave 192 Tulare CA 93274,36.139537531947,-119.21520612166,14982 Road 152 Tipton CA 93272,Destination Contact Address,Other,36.060455909958,-119.2279057108,2024-10-17,2024-10-22,False,,,,3520.0,72.3,220,66
2024AR_Skyline Dairy_15992 Ave 192_Tulare,5,38,39,Skyline Dairy,15992 Ave 192 Tulare CA 93274,36.139537531947,-119.21520612166,,,Other,,,2024-11-15,2024-11-22,False,,,,1800.0,72.3,112,34
2024AR_Sousa Dairy_7709 Ave 376_Tulare,1,72,73,Sousa Dairy,7709 Avenue 376 Dinuba. 93618,36.473157198913,-119.402619524106,P.O Box 725 Stratford 93266,Hauler Address,Broker,,,2024-09-05,2024-09-29,False,,,,1200.0,,75,23
2024AR_South Corner Dairy_8150 Ave 360_Tulare,1,23,24,South Corner Dairy,8150 Ave 360 Visalia CA 93291,36.444005089505,-119.390617000358,23530 E. Kings Canyon Rd Reedley CA 93654,Destination Address,Composting Facility,36.726904384199,-119.364200485574,2024-06-06,2024-07-12,False,,,,638.0,75.3,40,12
2024AR_South Corner Dairy_8150 Ave 360_Tulare,3,26,27,South Corner Dairy,8150 Ave 360 Visalia CA 93291,36.444005089505,-119.390617000358,35185 Rd 52 Kingsburg CA 93631,Destination Address,Other,36.429767509191,-119.456993685782,,2024-07-01,False,,,,440.0,75.3,27,8
2024AR_Sunset Ranch_19493 Rd 140_Tulare,1,28,29,Sunset Ranch,194393 Road 140 Tulare CA 93274,36.1874595,-119.2599645,Field 5,Destination Address,Farmer,,,2024-09-30,2024-10-10,False,,,,144.0,65.5,9,3
2024AR_Sunset Ranch_19493 Rd 140_Tulare,2,30,31,Sunset Ranch,194393 Road 140 Tulare CA 93274,36.1874595,-119.2599645,Field 5,Destination Address,Farmer,,,2024-09-30,2024-10-10,False,,,,163.0,65.5,10,3
2024AR_Sunset Ranch_19493 Rd 140_Tulare,3,32,33,Sunset Ranch,194393 Road 140 Tulare CA 93274,36.1874595,-119.2599645,Field 4,Destination Address,Farmer,,,2024-09-30,2024-10-10,False,,,,186.0,65.5,12,3
2024AR_T-Bar Dairy_14851 Rd 168_Tulare,1,107,108,T-Bar Dairy,14851 Road 168 Porterville Tulare 93257,36.059919162093,-119.196875526735,7559 Avenue 152 Tipton 93272 Tulare,Destination Address,Composting Facility,36.065202036903,-119.402698566859,,2024-07-30,False,,,,1269.0,87.9,79,24
2024AR_Tri Bak Dairy LLC_9045 Ave 368_Tulare,1,37,37,Tri-Bak Dairy,9045 Ave. 368 Binuba 93618,36.458171208792,-119.370040694196,,,Other,,,,,False,,,,6000.0,,375,113
2024AR_Triple H Dairy #1_13255 Ave 212_Tulare,2,32,33,Triple H Dairy,13255 Ave 212 Tulare,36.17211367291,-119.275409895589,Ave. 248 &  Rd 148 Tulare 93274,Destination Address,Other,36.240050003976,-119.242467004453,2024-03-25,2024-11-07,False,,25.0,1458.0,9112.5,,569,171
2024AR_Van Beek Brothers Dairy_14808 Ave 152_Tulare,2,123,123,Van Beek Brothers Dairy,14982 Road 152 Tipton CA 93272,36.065125971961,-119.23228255615,232-160-003,Destination Assessor Parcel Number,Other,360607199.0,-119.2391615,2024-11-18,2024-11-22,False,,,,3360.0,60.0,210,63
2024AR_Vintage Dairy_12608 Rd 144_Tulare,1,32,33,Vintage Dairy,12608 Road 144 Tipton CA 93272,36.016380193271,-119.250441213709,Helia Van Beek 14982 Road 152 Tipton CA 93272,Destination Contact Address,Composting Facility,36.060455909958,-119.2279057108,2024-06-13,2024-11-04,False,,,,9995.0,55.1,624,188
2024AR_William & John Jongsma Dairy_11598 Rd 152_Tulare,1,31,32,William & John Jongsma Dairy,11598 Road 152 Pixley CA 93256,35.997106790471,-119.232586257224,,,Other,,,2024-06-01,2024-10-01,False,,,,12567.27,62.0,785,236
2024AR_Aukeman Farms Dairy_17297 Road 96_W Tulare,1,250,251,Aukeman Farms,17297 Road 96 Tulare Tulare 93274,36.104061232448,-119.357825584886,18017 Road 93 Tulare 93270 Tulare,Destination Address,Farmer,,,,2024-05-16,False,,,,2284.09,23.5,143,43
2024AR_Aukeman Farms Dairy_17297 Road 96_W Tulare,2,252,253,Aukeman Farms,17297 Road 96 Tulare Tulare 93274,36.104061232448,-119.357825584886,5162 Avenue 252 Tulare 93274 Tulare,Destination Address,Farmer,36.247692204196,-119.457653090105,,2024-09-13,False,,,,9000.0,86.6,562,169
